"additionalInfo/Accessibility/0/Wheelchair accessible entrance","additionalInfo/Accessibility/0/Wheelchair accessible parking lot","additionalInfo/Accessibility/0/Wheelchair accessible restroom","additionalInfo/Accessibility/0/Wheelchair accessible seating","additionalInfo/Accessibility/0/Wheelchair-accessible car park","additionalInfo/Accessibility/0/Wheelchair-accessible entrance","additionalInfo/Accessibility/0/Wheelchair-accessible toilet","additionalInfo/Accessibility/1/Wheelchair accessible parking lot","additionalInfo/Accessibility/1/Wheelchair accessible restroom","additionalInfo/Accessibility/1/Wheelchair accessible seating","additionalInfo/Accessibility/1/Wheelchair-accessible entrance","additionalInfo/Accessibility/1/Wheelchair-accessible toilet","additionalInfo/Accessibility/2/Wheelchair accessible restroom","additionalInfo/Accessibility/2/Wheelchair-accessible seating","additionalInfo/Accessibility/2/Wheelchair-accessible toilet","additionalInfo/Accessibility/3/Wheelchair accessible seating","additionalInfo/Accessibility/3/Wheelchair-accessible toilet","additionalInfo/Amenities/0/Gender-neutral restroom","additionalInfo/Amenities/0/Restroom","additionalInfo/Amenities/0/Toilets","additionalInfo/Amenities/1/Restroom","additionalInfo/Children/0/Nursing room","additionalInfo/From the business/0/Identifies as women-owned","additionalInfo/Planning/0/Appointment required","additionalInfo/Service options/0/On-site services","additionalInfo/Service options/0/Onsite services","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categoryName","cid","city","claimThisBusiness","countryCode","fid","googleFoodUrl","imageUrl","imagesCount","isAdvertisement","kgmid","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","placeId","postalCode","price","rank","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","subTitle","temporarilyClosed","title","totalScore","url","website"
"true",,,,,,,"true",,,,,"true",,,,,,"true",,,,,,,,"Batıkent, Kürşat Tüzmen Blv. Arı Apt A Blok, 27000 Şehitkamil/Gaziantep, Türkiye","Dentist",,,,,,,,,,"Dentist","7898039962366369426","Şehitkamil","false","TR","0x1531e16e2556da9d:0x6d9b79800aafde92",,"https://lh5.googleusercontent.com/p/AF1QipOh4er7hsnslmtjK1VnTdDLGwoxNNR9yTJYVSaC=w408-h421-k-no","2","false","/g/11sqgykl_5","37.075671","37.333625","Batıkent","Monday","10 AM to 5 PM","Tuesday","10 AM to 5 PM","Wednesday","10 AM to 5 PM","Thursday","10 AM to 5 PM","Friday","10 AM to 5 PM","Saturday","9 to 11:30 AM","Sunday","Closed","false","+90 850 333 8344","+908503338344","ChIJndpWJW7hMRURkt6vCoB5m20","27000",,"11","5",,,,,,"2024-12-13T09:44:01.461Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.06283169999999,37.32776674774504,16z?hl=en","diş hekimleri","Gaziantep","Kürşat Tüzmen Blv. Arı Apt A Blok",,"false","Dt. Ercan Zorkirişci","5","https://www.google.com/maps/search/?api=1&query=Dt.%20Ercan%20Zorkiri%C5%9Fci&query_place_id=ChIJndpWJW7hMRURkt6vCoB5m20","https://www.doktortakvimi.com/ercan-zorkirisci/dis-hekimi/gaziantep?utm_source=google&utm_medium=gmb&utm_campaign=175124&utm_content=url_appointment"
"true",,,,,,,"true",,,,,"true",,,"true",,"true",,,"true",,,,,,"Batıkent, Cemil Sait Barlas Cad. No:55C, 27001 Şehitkamil/Gaziantep, Türkiye","Dental clinic","Dental hygienist","Dental implants periodontist","Dental radiology","Emergency dental service","Oral surgeon","Pediatric dentist","Teeth whitening service",,,"Dental clinic","4355064142489981040","Şehitkamil","false","TR","0x1531e1fb2b742c6d:0x3c704bc373281070",,"https://lh5.googleusercontent.com/p/AF1QipPsTfIiaEQ9ZD2dzxp69arJEfTYPpFYSyzirWHx=w408-h544-k-no","31","false","/g/11s49_lbt6","37.075388","37.3354739","Batıkent","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","9 AM to 5:30 PM","Sunday","Closed","false","+90 546 279 99 33","+905462799933","ChIJbSx0K_vhMRURcBAoc8NLcDw","27001",,"12","142",,,,,,"2024-12-13T09:44:01.461Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.06283169999999,37.32776674774504,16z?hl=en","diş hekimleri","Gaziantep","Cemil Sait Barlas Cad. No:55C",,"false","Gaziantep Akdeniz Ağız Ve Diş Sağlığı Polikliniği","5","https://www.google.com/maps/search/?api=1&query=Gaziantep%20Akdeniz%20A%C4%9F%C4%B1z%20Ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJbSx0K_vhMRURcBAoc8NLcDw","https://www.akdenizagizdis.com/gaziantep/"
,,,,,,,,,,,,,,,,,,"true",,,,,,,,"Pancarlı, Karlstat Cd, Eylül Apt No: 18/A, 27010 Şehitkamil, Türkiye","Dentist",,,,,,,,,,"Dentist","1692719434560327885","Şehitkamil","false","TR","0x1531e102f29724d5:0x177dbf5b795e50cd",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0D4FSAJTYLU2i_VFtf0BqA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=171.11548&pitch=0&thumbfov=100","1","false","/g/11gxnw5qcr","37.066443","37.3403596","Pancarlı",,,,,,,,,,,,,,,"false","+90 342 230 16 00","+903422301600","ChIJ1SSX8gLhMRURzVBeeVu_fRc","27010",,"13","1",,,,,,"2024-12-13T09:44:01.461Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.06283169999999,37.32776674774504,16z?hl=en","diş hekimleri","Gaziantep","Karlstat Cd, Eylül Apt No: 18/A",,"false","Dr. Emine Uysal","5","https://www.google.com/maps/search/?api=1&query=Dr.%20Emine%20Uysal&query_place_id=ChIJ1SSX8gLhMRURzVBeeVu_fRc","http://www.dentalartgaziantep.com/hakkimizda.asp"
,"true",,,,,,,"true",,,,,,,,,,"true",,,,,,,,"Pancarlı, 58011. Cd. No:23/1, 27060 Şehitkamil/Gaziantep, Türkiye","Dentist",,,,,,,,,,"Dentist","2896535399350427814","Şehitkamil","false","TR","0x1531e1cb8abf4e5f:0x28328f9965a060a6",,"https://lh5.googleusercontent.com/p/AF1QipNhTY6cqPxv5UaKQnzczXMBY4VeJDOloN60AGPc=w408-h505-k-no","121","false","/g/11n_ymy2fw","37.0671355","37.342118","Pancarlı",,,,,,,,,,,,,,,"false","+90 850 333 8344","+908503338344","ChIJX06_isvhMRURpmCgZZmPMig","27060",,"15","1",,,,,,"2024-12-13T09:44:01.461Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.06283169999999,37.32776674774504,16z?hl=en","diş hekimleri","Gaziantep","58011. Cd. No:23/1",,"false","Uzm. Dt. Buket Özsoy, Periodontoloji","5","https://www.google.com/maps/search/?api=1&query=Uzm.%20Dt.%20Buket%20%C3%96zsoy%2C%20Periodontoloji&query_place_id=ChIJX06_isvhMRURpmCgZZmPMig","https://www.doktortakvimi.com/buket-ozsoy/periodontoloji-dis-hekimi/gaziantep?utm_source=google&utm_medium=gmb&utm_campaign=253322&utm_content=website"
,"true",,,,,,,,,,,,,,,,,"true",,,,,,,,"Pancarlı, Karlstad Cd. no:10/AC, 27000 Şehitkamil/Gaziantep, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","9568937699645325876","Şehitkamil","false","TR","0x1531e177fec3293f:0x84cbb223b1340234",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Mo9ibFrKaDxM6aA3fFntjw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=84.05905&pitch=0&thumbfov=100","3","false","/g/11kjf6nx_t","37.0653395","37.3406031","Pancarlı","Monday","10 AM to 7 PM","Tuesday","10 AM to 7 PM","Wednesday","10 AM to 7 PM","Thursday","10 AM to 7 PM","Friday","10 AM to 7 PM","Saturday","10 AM to 3 PM","Sunday","Closed","false","+90 850 811 7927","+908508117927","ChIJPynD_nfhMRURNAI0sSOyy4Q","27000",,"16","16",,,,,,"2024-12-13T09:44:01.461Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.06283169999999,37.32776674774504,16z?hl=en","diş hekimleri","Gaziantep","Karlstad Cd. no:10/AC",,"false","Notus Dental Klinik","5","https://www.google.com/maps/search/?api=1&query=Notus%20Dental%20Klinik&query_place_id=ChIJPynD_nfhMRURNAI0sSOyy4Q","https://www.doktorsitesi.com/hastane/notus-dental-klinik"
,,,,,,,,,,,,,,,,,,"true",,,,,,,,"15 Temmuz, Abdulkadir Aksu Blv. No:86/8, 27620 Şehitkamil/Gaziantep, Türkiye","Dentist",,,,,,,,,,"Dentist","11203126417033149158","Şehitkamil","false","TR","0x1531e1251330d095:0x9b79801e9d0e3ae6",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0eubAn2oTOK9rGKY8hzWGw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=307.23285&pitch=0&thumbfov=100","1","false","/g/11pv6c4wk3","37.0603294","37.3329544","15 Temmuz",,,,,,,,,,,,,,,"false",,,"ChIJldAwEyXhMRUR5joOnR6AeZs","27620",,"17","0",,,,,,"2024-12-13T09:44:01.462Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.06283169999999,37.32776674774504,16z?hl=en","diş hekimleri","Gaziantep","Abdulkadir Aksu Blv. No:86/8",,"false","Dt. Mehmet Gaman, Diş Hekimi",,"https://www.google.com/maps/search/?api=1&query=Dt.%20Mehmet%20Gaman%2C%20Di%C5%9F%20Hekimi&query_place_id=ChIJldAwEyXhMRUR5joOnR6AeZs","https://www.doktortakvimi.com/mehmet-gaman/dis-hekimi/gaziantep?utm_source=google&utm_medium=gmb&utm_campaign=258588&utm_content=website"
"true",,,,,,,"true",,,,,"true",,,,,,"true",,,,,,,,"Gazi, Milli Egemenlik Cd. No:63, 27060 Şehitkamil/Gaziantep, Türkiye","Dental clinic","Community health centre","Dental hygienist","Dental implants periodontist","Dentist","Doctor","Medical clinic","Oral surgeon","Pain control clinic",,"Dental clinic","2867885764691361523","Şehitkamil","false","TR","0x1531e10c488917b7:0x27ccc6e884d3fef3",,"https://lh5.googleusercontent.com/p/AF1QipP_JoCF70-J7z_sjUr_hjpJA1ly3L9BZGFb1YUV=w408-h244-k-no","21","false","/g/11c5bm3ndd","37.067533","37.347381","Gazi","Monday","9 AM to 6 PM","Tuesday","9 AM to 6 PM","Wednesday","9 AM to 6 PM","Thursday","9 AM to 6 PM","Friday","9 AM to 6 PM","Saturday","9 AM to 1 PM","Sunday","Closed","false","+90 342 338 43 43","+903423384343","ChIJtxeJSAzhMRUR8_7ThOjGzCc","27060",,"18","14",,,,,,"2024-12-13T09:44:01.462Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.06283169999999,37.32776674774504,16z?hl=en","diş hekimleri","Gaziantep","Milli Egemenlik Cd. No:63",,"false","Dentalazer Ağız ve Diş Sağlığı Polikliniği","4.7","https://www.google.com/maps/search/?api=1&query=Dentalazer%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJtxeJSAzhMRUR8_7ThOjGzCc","http://www.dentalazer.com/"
,,,,,,,,,,,,,,,,,,,"true",,,,,,,"Yeditepe, 72. Cd. No:12, 27470 Şahinbey/Gaziantep, Türkiye","Dentist",,,,,,,,,,"Dentist","6809814856433959659","Şahinbey","false","TR","0x1531e1118892a8c5:0x5e8152882fec82eb",,"https://lh5.googleusercontent.com/p/AF1QipPmLxyoWSSRUf8-nnRlU-CRZQhVq_bI2kzHwcPz=w408-h544-k-no","4","false","/g/11rpm4x95v","37.0394402","37.3333855","Yeditepe",,,,,,,,,,,,,,,"false",,,"ChIJxaiSiBHhMRUR64LsL4hSgV4","27470",,"5","1",,,,,,"2024-12-13T09:44:02.320Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.03542101348309,37.36209671591501,16z?hl=en","diş hekimleri","Gaziantep","72. Cd. No:12",,"false","Dt. Yusuf Musa Çokdoğru, Diş Hekimi","5","https://www.google.com/maps/search/?api=1&query=Dt.%20Yusuf%20Musa%20%C3%87okdo%C4%9Fru%2C%20Di%C5%9F%20Hekimi&query_place_id=ChIJxaiSiBHhMRUR64LsL4hSgV4","https://www.doktortakvimi.com/yusuf-musa-cokdogru-2/dis-hekimi/gaziantep?utm_source=google&utm_medium=gmb&utm_campaign=258597&utm_content=website"
,,,,"true",,,,,,"true",,,,"true",,,,,"true",,,,,,,"Kavaklık, Ordu Cd. No:20, 27070 Şahinbey/Gaziantep, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","15518313002941113136","Şahinbey","false","TR","0x1531e13e7d56e433:0xd75c1f74e5a16330",,"https://lh5.googleusercontent.com/p/AF1QipODMYv9OzGzagU8gOvLy55UUJB-U53PmsrC3jWB=w408-h544-k-no","22","false","/g/11bycj7pz3","37.0606343","37.3630569","Kavaklık","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","9 AM to 4 PM","Sunday","Closed","false","+90 342 232 46 46","+903422324646","ChIJM-RWfT7hMRURMGOh5XQfXNc","27070",,"10","216",,,,,,"2024-12-13T09:44:02.321Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.03542101348309,37.36209671591501,16z?hl=en","diş hekimleri","Gaziantep","Ordu Cd. No:20","Dentavizyon Ağız ve Diş Sağlığı Merkezi","false","Dental Dentavizyo","4.5","https://www.google.com/maps/search/?api=1&query=Dental%20Dentavizyo&query_place_id=ChIJM-RWfT7hMRURMGOh5XQfXNc","http://www.dentavizyon.com.tr/"
,,,,,"true",,,,,,"true",,,,,,,,"true",,,,,,,"Nuripazarbaşı Mah. 58012 Sk. Çamlıca Sitesi No:6, D:2, 27200 Gaziantep, Türkiye","Dentist",,,,,,,,,,"Dentist","7165167363073104475","Şahinbey","false","TR","0x1531e1a99c7494a1:0x636fc9c10831da5b",,"https://lh5.googleusercontent.com/p/AF1QipMSGU5JmTieTU3i9hAsy3aNnHviIjcRqJDbjYMQ=w408-h301-k-no","6","false","/g/11hf7cgtpc","37.0486568","37.3805006","Nuripazarbaşı",,,,,,,,,,,,,,,"false","+90 850 333 8344","+908503338344","ChIJoZR0nKnhMRURW9oxCMHJb2M","27200",,"11","5",,,,,,"2024-12-13T09:44:02.321Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.03542101348309,37.36209671591501,16z?hl=en","diş hekimleri","Gaziantep","Nuripazarbaşı Mah. 58012 Sk. Çamlıca Sitesi No:6, D:2",,"false","Dt. Oğuz Kaan Göğebakan","3.4","https://www.google.com/maps/search/?api=1&query=Dt.%20O%C4%9Fuz%20Kaan%20G%C3%B6%C4%9Febakan&query_place_id=ChIJoZR0nKnhMRURW9oxCMHJb2M","https://www.doktortakvimi.com/oguz-kaan-gogebakan/dis-hekimi/gaziantep?utm_source=google&utm_medium=gmb&utm_campaign=175314"
,,,,,,"true",,,,,,,,,,,,,"true",,,,,,,"Kavaklık, Ordu Cd. No: 20, 27070 Şahinbey/Gaziantep, Türkiye","Dentist",,,,,,,,,,"Dentist","7017420193579887407","Şahinbey","false","TR","0x1531e144e09f9711:0x6162e27c75fb6b2f",,,,"false","/g/11rfrxsh97","37.0592994","37.3568038","Kavaklık",,,,,,,,,,,,,,,"false",,,"ChIJEZef4EThMRURL2v7dXziYmE","27070",,"19","1",,,,,,"2024-12-13T09:44:02.321Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.03542101348309,37.36209671591501,16z?hl=en","diş hekimleri","Gaziantep","Ordu Cd. No: 20",,"false","Dt. Mehmet Gözcü, Diş Hekimi","5","https://www.google.com/maps/search/?api=1&query=Dt.%20Mehmet%20G%C3%B6zc%C3%BC%2C%20Di%C5%9F%20Hekimi&query_place_id=ChIJEZef4EThMRURL2v7dXziYmE","https://www.doktortakvimi.com/mehmet-gozcu/dis-hekimligi/gaziantep?utm_source=google&utm_medium=gmb&utm_campaign=133486&utm_content=website"
,,,,,,"true",,,,,,,,,,,,,"true",,,,,,,"Mücahitler Mah. Ali Fuat Cebesoy Cad. No 90/A, 27090 Şehitkamil/Gaziantep, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","8249841976370108565","Şehitkamil","false","TR","0x1531e1846688f2df:0x727d539166a59895",,"https://lh5.googleusercontent.com/p/AF1QipNn9odGXm5OsXMsRyKRRSd8Ps49I7pl-q4RDAA=w408-h306-k-no","5","false","/g/11pfc97w0r","37.0747791","37.3580757","Mücahitler","Monday","9 AM to 5 PM","Tuesday","9 AM to 5 PM","Wednesday","9 AM to 5 PM","Thursday","9 AM to 5 PM","Friday","9 AM to 5 PM","Saturday","9 AM to 1 PM","Sunday","Closed","false","+90 532 449 32 27","+905324493227","ChIJ3_KIZoThMRURlZilZpFTfXI","27090",,"20","14",,,,,,"2024-12-13T09:44:02.321Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.03542101348309,37.36209671591501,16z?hl=en","diş hekimleri","Gaziantep","Mücahitler Mah. Ali Fuat Cebesoy Cad. No 90/A",,"false","Hekimim Ağız ve Diş Sağlığı Polikliniği","5","https://www.google.com/maps/search/?api=1&query=Hekimim%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJ3_KIZoThMRURlZilZpFTfXI","https://hekimimagizvedis.com/"
,,"true",,,,,,,,,,,,,,,,"true",,,,,,,,"Nuripazarbaşı Mah. 58012 Nolu Sk. No:2 (Düztepe Yaşam Hastanesi Çapraz Karşısı, 27200 Gaziantep, Türkiye","Dentist",,,,,,,,,,"Dentist","2356526920094846896","Şahinbey","false","TR","0x1531e1b24115e5ed:0x20b410bf97e60fb0",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pwI-fJzryrHjVmaqppidJA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=102.62382&pitch=0&thumbfov=100","1","false","/g/11p06_667m","37.0473448","37.3812828","Düztepe",,,,,,,,,,,,,,,"false",,,"ChIJ7eUVQbLhMRURsA_ml78QtCA","27200",,"15","0",,,,,,"2024-12-13T09:44:04.968Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.02171567022464,37.379261699999994,16z?hl=en","diş hekimleri","Gaziantep","Nuripazarbaşı Mah. 58012 Nolu Sk. No:2 (Düztepe Yaşam Hastanesi Çapraz Karşısı",,"false","Dt. Esra Seçkin, Diş Hekimi",,"https://www.google.com/maps/search/?api=1&query=Dt.%20Esra%20Se%C3%A7kin%2C%20Di%C5%9F%20Hekimi&query_place_id=ChIJ7eUVQbLhMRURsA_ml78QtCA","https://www.doktortakvimi.com/esra-seckin-2/dis-hekimi/gaziantep?utm_source=google&utm_medium=gmb&utm_campaign=253592&utm_content=website"
"true",,,,,,,"true",,,,,"true",,,"true",,"true",,,"true","true",,"true",,,"Atatürk, Cemil Sait Barlas Cad. No:12/A, 27560 Şehitkamil/Gaziantep, Türkiye","Dental clinic","Cosmetic dentist","Dental hygienist","Dental implants periodontist","Dental implants provider","Dental radiology","Dentist","Denture care center","Emergency dental service","Pediatric dentist","Dental clinic","730714869503522395","Şehitkamil","false","TR","0x1531e17805610fe1:0xa24054d64da765b",,"https://lh5.googleusercontent.com/p/AF1QipPe9PBMCiXmOm2LxJ083yhk0UPonNu_r_eaSikm=w408-h725-k-no","110","false","/g/11fxvpj__9","37.0831613","37.3405195","Atatürk","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","9 AM to 7 PM","Sunday","Closed","false","+90 531 391 60 90","+905313916090","ChIJ4Q9hBXjhMRURW3baZE0FJAo","27560",,"3","167",,,,,,"2024-12-13T09:44:07.501Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.07653704325844,37.32776674774504,16z?hl=en","diş hekimleri","Gaziantep","Cemil Sait Barlas Cad. No:12/A",,"false","Diş Hekimi Mahmut Yıldız Kliniği","4.9","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20Mahmut%20Y%C4%B1ld%C4%B1z%20Klini%C4%9Fi&query_place_id=ChIJ4Q9hBXjhMRURW3baZE0FJAo","http://www.mahmutyildiz.com.tr/"
"true",,,,,,,"true",,,,,,,,,,,"true",,,,,,,,"Emek, 27060 Şehitkamil/Gaziantep, Türkiye","Orthodontist","Community health centre","Dentist",,,,,,,,"Orthodontist","2245317213681041431","Şehitkamil","false","TR","0x1531e10b84f2a1c3:0x1f28f81c11874017",,"https://lh5.googleusercontent.com/p/AF1QipOCDvZ8w1lzdLb8o8ogOWGzF9hudsK2S5hA35l9=w408-h468-k-no","53","false","/g/11h5ryptnw","37.0724397","37.3465605","Emek","Monday","8:30 AM to 12 AM","Tuesday","8:30 AM to 12 AM","Wednesday","8:30 AM to 12 AM","Thursday","8:30 AM to 12 AM","Friday","8:30 AM to 12 AM","Saturday","8:30 AM to 12 AM","Sunday","8:30 AM to 12 AM","false","+90 342 321 21 26","+903423212126","ChIJw6HyhAvhMRURF0CHERz4KB8","27060",,"7","133",,,,,,"2024-12-13T09:44:07.501Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.07653704325844,37.32776674774504,16z?hl=en","diş hekimleri","Gaziantep",,,"false","Hüseyin Muhtar Ortodonti Diş Kliniği","5","https://www.google.com/maps/search/?api=1&query=H%C3%BCseyin%20Muhtar%20Ortodonti%20Di%C5%9F%20Klini%C4%9Fi&query_place_id=ChIJw6HyhAvhMRURF0CHERz4KB8","http://www.huseyinmuhtar.com/"
"true",,,,,,,"true",,,,,"true",,,,,,"true",,,,,,,,"Batıkent, trio terrace, Kürşat Tüzmen Blv. b blok no 35/A, 27100 Şehitkamil/Gaziantep, Türkiye","Pediatric dentist",,,,,,,,,,"Pediatric dentist","7228391117705581949","Şehitkamil","false","TR","0x1531e1e26dfb5327:0x6450676c846e157d",,"https://lh5.googleusercontent.com/p/AF1QipOiyBZ_0MCwttzR67IY8ChsHxK4Q4RJLSbFiL53=w408-h408-k-no","10","false","/g/11r9fchsh3","37.0762741","37.3317773","Batıkent","Monday","9 AM to 6 PM","Tuesday","9 AM to 6 PM","Wednesday","9 AM to 6 PM","Thursday","9 AM to 12 PM","Friday","9 AM to 6 PM","Saturday","9 AM to 2:30 PM","Sunday","Closed","false","+90 342 339 20 30","+903423392030","ChIJJ1P7beLhMRURfRVuhGxnUGQ","27100",,"8","24",,,,,,"2024-12-13T09:44:07.501Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.07653704325844,37.32776674774504,16z?hl=en","diş hekimleri","Gaziantep","trio terrace, Kürşat Tüzmen Blv. b blok no 35/A",,"false","Çocuk Diş Hekimi Erkan Onur AKGÜN","4.9","https://www.google.com/maps/search/?api=1&query=%C3%87ocuk%20Di%C5%9F%20Hekimi%20Erkan%20Onur%20AKG%C3%9CN&query_place_id=ChIJJ1P7beLhMRURfRVuhGxnUGQ","https://www.erkanonurakgun.com/"
,,,,,,,,,,,,,,,,,"true",,,"true",,"true",,,,"Batıkent, Özel MZA Dent Ağız ve Diş Sağlığı Polikliniği, 27100 Şehitkamil/Gaziantep, Türkiye","Pediatric dentist","Dentist",,,,,,,,,"Pediatric dentist","10551590560265876890","Şehitkamil","false","TR","0x1531e1dcee44ba73:0x926ec7b5b803359a",,"https://lh5.googleusercontent.com/p/AF1QipMpGVqKwgPUVtfEPzomv-CpTOqCktOM1vuidE_F=w408-h408-k-no","35","false","/g/11j24ldpgg","37.0757159","37.3331042","Batıkent","Monday","10 AM to 6 PM","Tuesday","Closed","Wednesday","10 AM to 6 PM","Thursday","Closed","Friday","10 AM to 6 PM","Saturday","10 AM to 3 PM","Sunday","Closed","false","+90 535 715 97 33","+905357159733","ChIJc7pE7tzhMRURmjUDuLXHbpI","27100",,"10","58",,,,,,"2024-12-13T09:44:07.502Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.07653704325844,37.32776674774504,16z?hl=en","diş hekimleri","Gaziantep","Özel MZA Dent Ağız ve Diş Sağlığı Polikliniği",,"false","Çocuk Diş Hekimi Uzm. Dr. Dt. Fatma Keskin","4.6","https://www.google.com/maps/search/?api=1&query=%C3%87ocuk%20Di%C5%9F%20Hekimi%20Uzm.%20Dr.%20Dt.%20Fatma%20Keskin&query_place_id=ChIJc7pE7tzhMRURmjUDuLXHbpI","http://www.uzmandishekimifatmakeskin.com/"
"true",,,,,,,"true",,,,,"true",,,,,,"true",,,,,,,,"Emek, Gazi Ali Düşün Cd. DENIZ APT NO: 45, 27060 Şehitkamil/Gaziantep, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","13963972255765494796","Şehitkamil","false","TR","0x1531e582ee4fd379:0xc1c9fec8464ffc0c",,"https://lh5.googleusercontent.com/p/AF1QipMYiS67Ojae72ePM_xxEMEeyK9BUeK7ey-c2mH5=w408-h279-k-no","11","false","/g/11pyc2lrz4","37.0783022","37.3455227","Emek","Monday","9 AM to 9 PM","Tuesday","9 AM to 9 PM","Wednesday","9 AM to 9 PM","Thursday","9 AM to 9 PM","Friday","9 AM to 9 PM","Saturday","9 AM to 8 PM","Sunday","Closed","false","+90 533 500 72 27","+905335007227","ChIJedNP7oLlMRURDPxPRsj-ycE","27060",,"11","13",,,,,,"2024-12-13T09:44:07.502Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.07653704325844,37.32776674774504,16z?hl=en","diş hekimleri","Gaziantep","Gazi Ali Düşün Cd. DENIZ APT NO: 45",,"false","Denttown Diş Kliniği","5","https://www.google.com/maps/search/?api=1&query=Denttown%20Di%C5%9F%20Klini%C4%9Fi&query_place_id=ChIJedNP7oLlMRURDPxPRsj-ycE","http://denttowndisklinigi.com/"
