"additionalInfo/Accessibility/0/Wheelchair accessible entrance","additionalInfo/Accessibility/0/Wheelchair accessible parking lot","additionalInfo/Accessibility/0/Wheelchair accessible restroom","additionalInfo/Accessibility/0/Wheelchair-accessible car park","additionalInfo/Accessibility/1/Wheelchair accessible entrance","additionalInfo/Accessibility/1/Wheelchair accessible parking lot","additionalInfo/Accessibility/1/Wheelchair accessible restroom","additionalInfo/Accessibility/1/Wheelchair accessible seating","additionalInfo/Accessibility/1/Wheelchair-accessible entrance","additionalInfo/Accessibility/2/Wheelchair accessible restroom","additionalInfo/Accessibility/2/Wheelchair accessible seating","additionalInfo/Accessibility/2/Wheelchair-accessible seating","additionalInfo/Accessibility/2/Wheelchair-accessible toilet","additionalInfo/Accessibility/3/Wheelchair accessible seating","additionalInfo/Accessibility/3/Wheelchair-accessible toilet","additionalInfo/Amenities/0/Gender-neutral restroom","additionalInfo/Amenities/0/Gender-neutral toilets","additionalInfo/Amenities/0/Restroom","additionalInfo/Amenities/0/Toilets","additionalInfo/Amenities/1/Restroom","additionalInfo/Amenities/1/Toilets","additionalInfo/Children/0/Nursing room","additionalInfo/From the business/0/Identifies as women-owned","additionalInfo/Parking/0/Free parking lot","additionalInfo/Parking/0/Free street parking","additionalInfo/Parking/1/Free street parking","additionalInfo/Parking/1/On-site parking","additionalInfo/Parking/1/Paid parking garage","additionalInfo/Parking/2/On-site parking","additionalInfo/Parking/2/Paid street parking","additionalInfo/Planning/0/Appointment required","additionalInfo/Service options/0/Onsite services","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categoryName","cid","city","claimThisBusiness","countryCode","fid","googleFoodUrl","imageUrl","imagesCount","isAdvertisement","kgmid","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","placeId","postalCode","price","rank","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","subTitle","temporarilyClosed","title","totalScore","url","website"
"true",,,,,,,,,,,,,,,"true",,,,"true",,,,,,,,,,,"true",,"ALİ KAYA, NET OFİS, LİMONLUK MAH, MUTLU CAD NO:37 KAT:6 D:10, 33120 Yenişehir/Mersin, Türkiye","Dentist",,,,,,,,,"Dentist","13201376478641747648","Yenişehir","false","TR","0x1527f3ca55555555:0xb734b5f6a3a376c0",,"https://lh5.googleusercontent.com/p/AF1QipOSvC65eizym03mG0AEg5c3yvtrY2CsxOJOX5ME=w408-h306-k-no","21","false","/g/11gf4l6c05","36.798702","34.5811489","ALİ KAYA","Monday","8 AM to 6:30 PM","Tuesday","8 AM to 6:30 PM","Wednesday","8 AM to 6:30 PM","Thursday","8 AM to 6:30 PM","Friday","8 AM to 6:30 PM","Saturday","8 AM to 6:30 PM","Sunday","Closed","false","+90 538 489 28 34","+905384892834","ChIJVVVVVcrzJxURwHajo_a1NLc","33120",,"19","22",,,,,,"2024-12-13T09:44:19.177Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.7978381,34.59550874184491,16z?hl=en","diş hekimleri","Mersin","NET OFİS, LİMONLUK MAH, MUTLU CAD NO:37 KAT:6 D:10",,"false","Diş Hekimi Fatma Çelik","4.1","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20Fatma%20%C3%87elik&query_place_id=ChIJVVVVVcrzJxURwHajo_a1NLc","http://dishekimifatmacelik.com/"
"true",,,,,"true",,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,"Gazi Mahallesi 1324.Sokak Talus Apt. No: 4 Kat: 2, 33140 Yenişehir/Mersin, Türkiye","Dental clinic",,,,,,,,,"Dental clinic","12664398468890859080","Yenişehir","false","TR","0x1527f3e741a1d353:0xafc0fb4f003d9648",,"https://lh5.googleusercontent.com/p/AF1QipNr5O26mzDEkfJwyO7sO9cCehBs-Jn-Xg1gcqOn=w408-h306-k-no","6","false","/g/11n5l2cm2w","36.7840532","34.5984833","Gazi","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","9 AM to 2 PM","Sunday","Closed","false","+90 553 645 01 21","+905536450121","ChIJU9OhQefzJxURSJY9AE_7wK8","33140",,"20","22",,,,,,"2024-12-13T09:44:19.177Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.7978381,34.59550874184491,16z?hl=en","diş hekimleri","Mersin","Gazi Mahallesi 1324.Sokak Talus Apt. No: 4 Kat: 2",,"false","Dt. Gazi Başkan","4.8","https://www.google.com/maps/search/?api=1&query=Dt.%20Gazi%20Ba%C5%9Fkan&query_place_id=ChIJU9OhQefzJxURSJY9AE_7wK8","https://www.doktorsitesi.com/dt-gazi-baskan/dis-hekimi/mersin"
"true",,,,,"true",,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,"Hürriyet, İsmet İnönü Blv. No:137 D:K, 33120 Yenişehir/Mersin, Türkiye","Dental clinic",,,,,,,,,"Dental clinic","3043671766188845128","Yenişehir","false","TR","0x1527f5b9798c5b53:0x2a3d4b5864926848",,"https://lh5.googleusercontent.com/p/AF1QipM_eOpq51fQLokz073DSi333F2K1bcMcDtnOC6l=w408-h306-k-no","11","false","/g/11jsjbkdn9","36.7959506","34.5966348","Hürriyet","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","9 AM to 3 PM","Sunday","Closed","false","+90 324 326 12 12","+903243261212","ChIJU1uMebn1JxURSGiSZFhLPSo","33120",,"36","31","26","1","4","0","0","2024-12-13T09:44:20.355Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.7978381,34.59550874184491,16z?hl=en","diş hekimleri","Mersin","İsmet İnönü Blv. No:137 D:K",,"false","Özel Asdent Ağız ve Diş Sağlığı Polikliniği","4.5","https://www.google.com/maps/search/?api=1&query=%C3%96zel%20Asdent%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJU1uMebn1JxURSGiSZFhLPSo","http://www.asdentmersin.com.tr/"
,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,"Bahçelievler Mah. H. Okan merzeci blv, 1858. Sk. No: 1, 33000 Mersin, Türkiye","Dentist",,,,,,,,,"Dentist","3932388103399835702","Yenişehir","false","TR","0x1527f5e107837937:0x3692a625361e8836",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Dk_UlLjcBxUs3hBns0E4Ag&cb_client=search.gws-prod.gps&w=408&h=240&yaw=213.99567&pitch=0&thumbfov=100","2","false","/g/11fmmdw512","36.7922296","34.5920239","Bahçelievler",,,,,,,,,,,,,,,"false",,,"ChIJN3mDB-H1JxURNogeNiWmkjY","33000",,"39","0",,,,,,"2024-12-13T09:44:20.355Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.7978381,34.59550874184491,16z?hl=en","diş hekimleri","Mersin","Bahçelievler Mah. H. Okan merzeci blv, 1858. Sk. No: 1",,"false","Dt. Vedat Yüksel",,"https://www.google.com/maps/search/?api=1&query=Dt.%20Vedat%20Y%C3%BCksel&query_place_id=ChIJN3mDB-H1JxURNogeNiWmkjY","https://www.doktorsitesi.com/dt-vedat-yuksel/dis-hekimi/mersin"
,,"true",,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,"İkinci Çevreyolu Baçelievler Mh. H. No:480(çati Restaurant Karşisi), Hüseyin Ok an Merzeci Blv, 33140, 33000 Mersin, Türkiye","Dentist",,,,,,,,,"Dentist","12497430895150060206","Yenişehir","false","TR","0x1527f5ef1184c6e7:0xad6fcb2f566952ae",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=C4gvtBi3tI5u_8s9JUJmEQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=10.6843605&pitch=0&thumbfov=100","2","false","/g/11fmmdr_yq","36.7921717","34.5926971","Bahçelievler",,,,,,,,,,,,,,,"false",,,"ChIJ58aEEe_1JxURrlJpVi_Lb60","33000",,"40","0",,,,,,"2024-12-13T09:44:20.355Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.7978381,34.59550874184491,16z?hl=en","diş hekimleri","Mersin","İkinci Çevreyolu Baçelievler Mh. H. No:480(çati Restaurant Karşisi), Hüseyin Ok an Merzeci Blv, 33140",,"false","Dr. Öğr. Üyesi Bertan Kesim",,"https://www.google.com/maps/search/?api=1&query=Dr.%20%C3%96%C4%9Fr.%20%C3%9Cyesi%20Bertan%20Kesim&query_place_id=ChIJ58aEEe_1JxURrlJpVi_Lb60","https://www.doktorsitesi.com/dr-ogr-uyesi-bertan-kesim/dis-hekimi/mersin"
"true",,,,,"true",,,,"true",,,,,,"true",,,,"true",,,,,,,,,,,"true",,"Palmiye Mh. Adnan Menderes Bulv Beşiktaş Meydanı Karşısı, No: 34-1, 33110 Yenişehir/Mersin, Türkiye","Dentist","Cosmetic dentist","Dental implants periodontist","Oral surgeon","Orthodontist","Periodontist",,,,"Dentist","15762030814044989433","Yenişehir","false","TR","0x1527f3ee4e8994bd:0xdabdfb83b9e9a7f9",,"https://lh5.googleusercontent.com/p/AF1QipNN-PedpDK5rCXgqMDViD7yWmNIhO2NGfQXeuxl=w425-h240-k-no","15","false","/g/11tcv455h2","36.7811597","34.6066553","Palmiye","Monday","8:45 AM to 5:30 PM","Tuesday","8:30 AM to 5:30 PM","Wednesday","8:30 AM to 5:30 PM","Thursday","8:30 AM to 5:30 PM","Friday","8:30 AM to 5:30 PM","Saturday","8:30 AM to 5:30 PM","Sunday","Closed","false","+90 505 013 43 33","+905050134333","ChIJvZSJTu7zJxUR-afpuYP7vdo","33110",,"2","28",,,,,,"2024-12-13T09:44:22.806Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.7703318008978,34.612673920922454,16z?hl=en","diş hekimleri","Mersin","Palmiye Mh. Adnan Menderes Bulv Beşiktaş Meydanı Karşısı, No: 34-1",,"false","DİŞ HEKİMİ DR. DT. BESTE İLASLAN HALLAÇ MUAYENEHANESİ Dişeti Hastalıkları Tedavisi ve Cerrahisi Implantoloji Periodontoloji","5","https://www.google.com/maps/search/?api=1&query=D%C4%B0%C5%9E%20HEK%C4%B0M%C4%B0%20DR.%20DT.%20BESTE%20%C4%B0LASLAN%20HALLA%C3%87%20MUAYENEHANES%C4%B0%20Di%C5%9Feti%20Hastal%C4%B1klar%C4%B1%20Tedavisi%20ve%20Cerrahisi%20Implantoloji%20Periodontoloji&query_place_id=ChIJvZSJTu7zJxUR-afpuYP7vdo","http://www.drbesteilaslanhallac.com/"
"true",,,,,,,"true",,,,,,,,"true",,,,"true",,,,,,,,,,,"true",,"İnönü Mh. Kushimoto Sk. No:20 Ak Apt. Kat:3 Daire:12, 33130 Yenişehir/Mersin, Türkiye","Dentist","Dental clinic","Dental hygienist","Dental implants periodontist","Dental implants provider","Doctor",,,,"Dentist","1795340211563752895","Yenişehir","false","TR","0x1527f526d4a238f5:0x18ea5469093b6dbf",,"https://lh5.googleusercontent.com/p/AF1QipNGbqNzd1ZUS3E7InzWLmUifKCWJXUNKjzaruyJ=w408-h405-k-no","17","false","/g/11rptf0t1b","36.7831017","34.5952859","İnönü","Monday","9:30 AM to 6 PM","Tuesday","9:30 AM to 6 PM","Wednesday","9:30 AM to 6 PM","Thursday","9:30 AM to 6 PM","Friday","9:30 AM to 6 PM","Saturday","9:30 AM to 2 PM","Sunday","Closed","false","+90 541 124 07 96","+905411240796","ChIJ9Tii1Cb1JxURv207CWlU6hg","33130",,"4","50",,,,,,"2024-12-13T09:44:22.806Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.7703318008978,34.612673920922454,16z?hl=en","diş hekimleri","Mersin","İnönü Mh. Kushimoto Sk. No:20 Ak Apt. Kat:3 Daire:12",,"false","Mersin Diş Hekimi A. Oğuzhan TEMİZER","5","https://www.google.com/maps/search/?api=1&query=Mersin%20Di%C5%9F%20Hekimi%20A.%20O%C4%9Fuzhan%20TEM%C4%B0ZER&query_place_id=ChIJ9Tii1Cb1JxURv207CWlU6hg","https://www.doktortakvimi.com/a-oguzhan-temizer/dis-hekimi/mersin"
"true",,,,,"true",,,,"true",,,,,,,,"true",,,,,,,,,,,,,"true",,"Gazi Mh. 1324 Sk. No.34 Talus, Apt. No.2, 33130 Mersin, Türkiye","Pediatric dentist",,,,,,,,,"Pediatric dentist","7305031671692606402","Yenişehir","false","TR","0x1527f55df22f2255:0x6560af9a08373bc2",,"https://lh5.googleusercontent.com/p/AF1QipNMyHkpo5f__ZlULRG0yqK1duSu4JuQVyLcliZ4=w408-h272-k-no","24","false","/g/11frcwsxlj","36.7840041","34.5980161","Gazi","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","9 AM to 2 PM","Sunday","Closed","false","+90 533 672 46 13","+905336724613","ChIJVSIv8l31JxURwjs3CJqvYGU","33130",,"5","286",,,,,,"2024-12-13T09:44:22.806Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.7703318008978,34.612673920922454,16z?hl=en","diş hekimleri","Mersin","Gazi Mh. 1324 Sk. No.34 Talus, Apt. No.2",,"false","Uzm. Dt. Hatice Açıkel, Çocuk Diş Hekimliği (Pedodonti)","5","https://www.google.com/maps/search/?api=1&query=Uzm.%20Dt.%20Hatice%20A%C3%A7%C4%B1kel%2C%20%C3%87ocuk%20Di%C5%9F%20Hekimli%C4%9Fi%20(Pedodonti)&query_place_id=ChIJVSIv8l31JxURwjs3CJqvYGU","https://www.doktortakvimi.com/hatice-acikel/cocuk-dis-hekimligi-pedodonti/mersin?utm_source=google&utm_medium=gmb&utm_campaign=210884&utm_content=website"
"true",,,,,"true",,,,"true",,,,,,,,"true",,,,"true",,,,,,,,,,"true","Gazi Mahallesi GMK Bulvarı 1320. Sokak Özler Apt. kat:2 no:3, yenişehir/MERSİN, 33130 yenişehir/Mersin, Türkiye","Dentist","Cosmetic dentist","Dental clinic","Dental implants periodontist","Doctor",,,,,"Dentist","12089175044184668245","yenişehir/Yenişehir","false","TR","0x1527f3586005df6f:0xa7c560a6c824f855",,"https://lh5.googleusercontent.com/p/AF1QipOIw55UTEBB6_eIs2S3AZDQB_MT7261xp86xfDE=w408-h407-k-no","24","false","/g/11crz_pwft","36.784177","34.59858","Gazi","Monday","8:30 AM to 7:30 PM","Tuesday","8:30 AM to 7:30 PM","Wednesday","8:30 AM to 7:30 PM","Thursday","8:30 AM to 7:30 PM","Friday","8:30 AM to 7:30 PM","Saturday","8:30 AM to 7:30 PM","Sunday","Closed","false","+90 324 331 01 12","+903243310112","ChIJb98FYFjzJxURVfgkyKZgxac","33130",,"6","195",,,,,,"2024-12-13T09:44:22.806Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.7703318008978,34.612673920922454,16z?hl=en","diş hekimleri","Mersin","Gazi Mahallesi GMK Bulvarı 1320. Sokak Özler Apt. kat:2 no:3, yenişehir/MERSİN","Diş Hekimi Bahadır BARAN","false","Dentist Bahadir BARAN","4.8","https://www.google.com/maps/search/?api=1&query=Dentist%20Bahadir%20BARAN&query_place_id=ChIJb98FYFjzJxURVfgkyKZgxac","http://www.doktortakvimi.com/bahadir-baran/dis-hekimi/mersin"
,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,"true",,"İnönü Mahallesi, GMK Bulvarı, No:403, Kat:1, Daire No:2, 33130 Yenişehir/Mersin, Türkiye","Dentist",,,,,,,,,"Dentist","9078974260554368669","Yenişehir","false","TR","0x1527f5ea40458477:0x7dfefefccd42069d",,"https://lh5.googleusercontent.com/p/AF1QipMmmKuUQMp1rfLU8hC7U9Qr6ecGou_H0RIhN7Q8=w408-h544-k-no","10","false","/g/11rhw2qwh2","36.7819656","34.5918229","İnönü","Monday","9 AM to 6 PM","Tuesday","9 AM to 6 PM","Wednesday","9 AM to 6 PM","Thursday","9 AM to 6 PM","Friday","9 AM to 6 PM","Saturday","9 AM to 6 PM","Sunday","Closed","false","+90 552 327 66 33","+905523276633","ChIJd4RFQOr1JxURnQZCzfz-_n0","33130",,"7","31",,,,,,"2024-12-13T09:44:22.806Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.7703318008978,34.612673920922454,16z?hl=en","diş hekimleri","Mersin","İnönü Mahallesi, GMK Bulvarı, No:403, Kat:1, Daire No:2",,"false","Uzm. Dt. Merve Türker Periodontoloji Uzmanı, Diş Hekimi","5","https://www.google.com/maps/search/?api=1&query=Uzm.%20Dt.%20Merve%20T%C3%BCrker%20Periodontoloji%20Uzman%C4%B1%2C%20Di%C5%9F%20Hekimi&query_place_id=ChIJd4RFQOr1JxURnQZCzfz-_n0","https://www.doktortakvimi.com/merve-turker/periodontoloji-dis-hekimi/mersin"
,,"true",,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,"Güvenevler Mah. Gazi Mustafa Kemal Bulvarı Akdeniz Apt No:352/3 kat:1(Pozcu Kitapsan yanı Platin üstü, 33140 Mersin, Türkiye","Dentist",,,,,,,,,"Dentist","4220013516028088970","Yenişehir","false","TR","0x1527f4a7d4d80053:0x3a907fef2a33928a",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0ps3bhoBRL3efrdHTF7s_w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=340.75153&pitch=0&thumbfov=100","2","false","/g/11cs9msdzs","36.7831319","34.594307","Güvenevler","Monday","9 AM to 6:30 PM","Tuesday","9 AM to 6:30 PM","Wednesday","9 AM to 6:30 PM","Thursday","9 AM to 6:30 PM","Friday","9 AM to 6:30 PM","Saturday","9 AM to 2:30 PM","Sunday","Closed","false","+90 850 333 8344","+908503338344","ChIJUwDY1Kf0JxURipIzKu9_kDo","33140",,"17","2",,,,,,"2024-12-13T09:44:22.806Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.7703318008978,34.612673920922454,16z?hl=en","diş hekimleri","Mersin","Güvenevler Mah. Gazi Mustafa Kemal Bulvarı Akdeniz Apt No:352/3 kat:1(Pozcu Kitapsan yanı Platin üstü",,"false","Dt. Serkan Durmuş, Diş Hekimi","5","https://www.google.com/maps/search/?api=1&query=Dt.%20Serkan%20Durmu%C5%9F%2C%20Di%C5%9F%20Hekimi&query_place_id=ChIJUwDY1Kf0JxURipIzKu9_kDo","https://www.doktortakvimi.com/serkan-durmus/dis-hekimi/mersin?utm_source=google&utm_medium=gmb&utm_campaign=152668&utm_content=website"
,"true",,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,,,,,"Kiremithane mahallesi 4413sokak akkurt apartmanı, kat 1 No 3, 33000 Akdeniz/Mersin, Türkiye","Dentist",,,,,,,,,"Dentist","231863587352909365","Akdeniz","false","TR","0x14d87b66a04a175b:0x337beb448849635",,"https://lh5.googleusercontent.com/p/AF1QipPDoeUprHPbghlQhCTCYDutVbGV1JCzgRVOEkgq=w408-h472-k-no","5","false","/g/11tft0b3sm","36.7958462","34.6238135","Kiremithane","Monday","10 AM to 6 PM","Tuesday","10 AM to 6 PM","Wednesday","10 AM to 6 PM","Thursday","10 AM to 4 PM","Friday","10 AM to 6 PM","Saturday","10 AM to 2 PM","Sunday","Closed","false","+90 850 474 7893","+908504747893","ChIJWxdKoGZ72BQRNZaESLS-NwM","33000",,"19","10",,,,,,"2024-12-13T09:44:22.806Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.7703318008978,34.612673920922454,16z?hl=en","diş hekimleri","Mersin","Kiremithane mahallesi 4413sokak akkurt apartmanı, kat 1 No 3",,"false","Diş Hekimi H.Gamze Eker","5","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20H.Gamze%20Eker&query_place_id=ChIJWxdKoGZ72BQRNZaESLS-NwM","https://www.doktorsitesi.com/dt-gamze-eker/dis-hekimi/mersin"
"true",,,,,"true",,,,"true",,,,,,,,"true",,,,,,,,,,,,,"true",,"Palmiye, İsmet İnönü Blv. No:53-B D:2, 33110 Yenişehir/Mersin, Türkiye","Pediatric dentist",,,,,,,,,"Pediatric dentist","17427692925287727756","Yenişehir","true","TR","0x1527f317a31840fd:0xf1db9a61325d028c",,"https://lh5.googleusercontent.com/p/AF1QipM6BuLoxe73q3htXVLmRSJU6ecR9VlusQrnh77V=w408-h544-k-no","4","false","/g/11mgjj4pf4","36.783529","34.6129052","Palmiye","Monday","9 AM to 6 PM","Tuesday","9 AM to 6 PM","Wednesday","9 AM to 6 PM","Thursday","9 AM to 6 PM","Friday","9 AM to 6 PM","Saturday","9 AM to 1 PM","Sunday","Closed","false","+90 850 333 8344","+908503338344","ChIJ_UAYoxfzJxURjAJdMmGa2_E","33110",,"20","106",,,,,,"2024-12-13T09:44:22.806Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.7703318008978,34.612673920922454,16z?hl=en","diş hekimleri","Mersin","İsmet İnönü Blv. No:53-B D:2",,"false","Uzm. Dt. Gamze Yıldız, Çocuk Diş Hekimliği (Pedodonti)","4.7","https://www.google.com/maps/search/?api=1&query=Uzm.%20Dt.%20Gamze%20Y%C4%B1ld%C4%B1z%2C%20%C3%87ocuk%20Di%C5%9F%20Hekimli%C4%9Fi%20(Pedodonti)&query_place_id=ChIJ_UAYoxfzJxURjAJdMmGa2_E","https://www.doktortakvimi.com/gamze-yildiz-2/cocuk-dis-hekimligi-pedodonti/mersin?utm_source=google&utm_medium=gmb&utm_campaign=243904&utm_content=website"
"true",,,,,"true",,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,"İkinci Çevreyolu Bahçelievler Mh. H. No:480(çati Restaurant Karşisi, Hüseyin Okan Merzeci Blv, 33140 Akdeniz/Mersin, Türkiye","Dentist",,,,,,,,,"Dentist","2107691986811415408","Akdeniz","false","TR","0x1527f3969ad738e7:0x1d4006b1e9d4eb70",,"https://lh5.googleusercontent.com/p/AF1QipP-yvxVPUOBykGYTzZB0JGt1KRLftnzU62DPrH7=w408-h407-k-no","1","false","/g/11t10_x18s","36.8304635","34.646857","Şevketsümer",,,,,,,,,,,,,,,"false",,,"ChIJ5zjXmpbzJxURcOvU6bEGQB0","33140",,"1","0",,,,,,"2024-12-13T09:44:24.545Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.8390975486533,34.64700427907754,16z?hl=en","diş hekimleri","Mersin","İkinci Çevreyolu Bahçelievler Mh. H. No:480(çati Restaurant Karşisi, Hüseyin Okan Merzeci Blv",,"false","Diş Hekimi Gülistan Eşiyok",,"https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20G%C3%BClistan%20E%C5%9Fiyok&query_place_id=ChIJ5zjXmpbzJxURcOvU6bEGQB0","https://www.doktorsitesi.com/gulistan-esiyok/dis-hekimi/mersin"
"true",,,,,"true",,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,"çati Restaurant Karşisi, İkinci Çevreyolu Bahçelievler Mh, Bulvarı H. No:480, 33140 Akdeniz/Mersin, Türkiye","Dentist",,,,,,,,,"Dentist","15659692217140704147","Akdeniz","false","TR","0x1527f31255517833:0xd952671a569ef393",,"https://lh5.googleusercontent.com/p/AF1QipPjmf8rXCml4fIRz3S058lU1LjBmSJghekzJ3dA=w408-h544-k-no","6","false","/g/11t11j5cvf","36.8304635","34.646857","Şevketsümer",,,,,,,,,,,,,,,"false",,,"ChIJM3hRVRLzJxURk_OeVhpnUtk","33140",,"2","104",,,,,,"2024-12-13T09:44:24.545Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.8390975486533,34.64700427907754,16z?hl=en","diş hekimleri","Mersin","çati Restaurant Karşisi, İkinci Çevreyolu Bahçelievler Mh, Bulvarı H. No:480",,"false","Diş Hekimi Erkoç Bulut","5","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20Erko%C3%A7%20Bulut&query_place_id=ChIJM3hRVRLzJxURk_OeVhpnUtk","https://www.doktorsitesi.com/erkoc-bulut/dis-hekimi/mersin"
,"true",,,,,,"true",,,,,,,,"true",,,,"true",,,"true",,,,,,,,"true",,"Zeki Ayan Mahallesi Hüseyin Okan Merzeci Blv No: 351/1 Daire : 12 Barişlar Apt, 33220 Toroslar/Mersin, Türkiye","Dentist",,,,,,,,,"Dentist","11722020502450658843","Toroslar","false","TR","0x1527f3503662dcfb:0xa2acfb8a826ade1b",,"https://lh5.googleusercontent.com/p/AF1QipM1yfef-MMEs_Pzc1VOGabYT1Tnv_cEzr6Vl_bP=w408-h544-k-no","14","false","/g/11rcl9667k","36.8185219","34.6084857","Zeki Ayan","Monday","8:30 AM to 6 PM","Tuesday","8:30 AM to 6 PM","Wednesday","8:30 AM to 6 PM","Thursday","8:30 AM to 6 PM","Friday","8:30 AM to 6 PM","Saturday","Closed","Sunday","Closed","false","+90 553 815 56 04","+905538155604","ChIJ-9xiNlDzJxURG95qgor7rKI","33220",,"7","61",,,,,,"2024-12-13T09:44:24.545Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.8390975486533,34.64700427907754,16z?hl=en","diş hekimleri","Mersin","Zeki Ayan Mahallesi Hüseyin Okan Merzeci Blv No: 351/1 Daire : 12 Barişlar Apt",,"false","Diş Hekimi Anıl Gizem Aslan","5","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20An%C4%B1l%20Gizem%20Aslan&query_place_id=ChIJ-9xiNlDzJxURG95qgor7rKI","http://anilgizemaslan.com/"
"true",,,,,"true",,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,"Cami Şerif, 5238. Sk. No:2, 33060 Akdeniz/Mersin, Türkiye","Dentist","Doctor",,,,,,,,"Dentist","9395012922539036986","Akdeniz","false","TR","0x1527f344f04afdd1:0x8261ca79e424d13a",,"https://lh5.googleusercontent.com/p/AF1QipO2LiL568hD1dRqDtt1OUBmFO5I4zTPZNLzEFZn=w408-h409-k-no","3","false","/g/11f62m7p0v","36.8012757","34.6317369","Cami Şerif","Monday","8:30 AM to 6 PM","Tuesday","8:30 AM to 6 PM","Wednesday","8:30 AM to 6 PM","Thursday","8:30 AM to 6 PM","Friday","8:30 AM to 6 PM","Saturday","8:30 AM to 6 PM","Sunday","Closed","false","+90 532 059 03 50","+905320590350","ChIJ0f1K8ETzJxUROtEk5HnKYYI","33060",,"9","32",,,,,,"2024-12-13T09:44:24.546Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.8390975486533,34.64700427907754,16z?hl=en","diş hekimleri","Mersin","5238. Sk. No:2",,"false","Diş Hekimi Kübra Güneş","4.9","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20K%C3%BCbra%20G%C3%BCne%C5%9F&query_place_id=ChIJ0f1K8ETzJxUROtEk5HnKYYI","http://www.kubragunes.com/"
