"additionalInfo/Accessibility/0/Assistive hearing loop","additionalInfo/Accessibility/0/Wheelchair accessible entrance","additionalInfo/Accessibility/0/Wheelchair accessible parking lot","additionalInfo/Accessibility/0/Wheelchair accessible restroom","additionalInfo/Accessibility/0/Wheelchair accessible seating","additionalInfo/Accessibility/0/Wheelchair-accessible car park","additionalInfo/Accessibility/0/Wheelchair-accessible entrance","additionalInfo/Accessibility/0/Wheelchair-accessible seating","additionalInfo/Accessibility/0/Wheelchair-accessible toilet","additionalInfo/Accessibility/1/Assistive hearing loop","additionalInfo/Accessibility/1/Wheelchair accessible entrance","additionalInfo/Accessibility/1/Wheelchair accessible parking lot","additionalInfo/Accessibility/1/Wheelchair accessible restroom","additionalInfo/Accessibility/1/Wheelchair accessible seating","additionalInfo/Accessibility/1/Wheelchair-accessible car park","additionalInfo/Accessibility/1/Wheelchair-accessible entrance","additionalInfo/Accessibility/1/Wheelchair-accessible seating","additionalInfo/Accessibility/1/Wheelchair-accessible toilet","additionalInfo/Accessibility/2/Assistive hearing loop","additionalInfo/Accessibility/2/Wheelchair accessible entrance","additionalInfo/Accessibility/2/Wheelchair accessible parking lot","additionalInfo/Accessibility/2/Wheelchair accessible restroom","additionalInfo/Accessibility/2/Wheelchair accessible seating","additionalInfo/Accessibility/2/Wheelchair-accessible entrance","additionalInfo/Accessibility/2/Wheelchair-accessible seating","additionalInfo/Accessibility/2/Wheelchair-accessible toilet","additionalInfo/Accessibility/3/Wheelchair accessible parking lot","additionalInfo/Accessibility/3/Wheelchair accessible seating","additionalInfo/Accessibility/3/Wheelchair-accessible seating","additionalInfo/Accessibility/3/Wheelchair-accessible toilet","additionalInfo/Accessibility/4/Assistive hearing loop","additionalInfo/Accessibility/4/Wheelchair-accessible toilet","additionalInfo/Amenities/0/Gender-neutral restroom","additionalInfo/Amenities/0/Gender-neutral toilets","additionalInfo/Amenities/0/Restroom","additionalInfo/Amenities/0/Toilets","additionalInfo/Amenities/1/Restroom","additionalInfo/Amenities/1/Toilets","additionalInfo/Children/0/Nursing room","additionalInfo/From the business/0/Identifies as women-owned","additionalInfo/Parking/0/Free multi-storey car park","additionalInfo/Parking/0/Free of charge street parking","additionalInfo/Parking/0/Free parking garage","additionalInfo/Parking/0/Free parking lot","additionalInfo/Parking/0/Free street parking","additionalInfo/Parking/0/On-site parking","additionalInfo/Parking/1/Free of charge street parking","additionalInfo/Parking/1/Free parking lot","additionalInfo/Parking/1/Free street parking","additionalInfo/Parking/1/On-site parking","additionalInfo/Parking/2/Free parking lot","additionalInfo/Parking/2/Free street parking","additionalInfo/Parking/2/On-site parking","additionalInfo/Parking/3/On-site parking","additionalInfo/Parking/4/Paid multi-storey car park","additionalInfo/Parking/4/Paid parking garage","additionalInfo/Parking/4/Paid street parking","additionalInfo/Parking/5/Paid parking lot","additionalInfo/Parking/6/Paid street parking","additionalInfo/Planning/0/Appointment required","additionalInfo/Service options/0/On-site services","additionalInfo/Service options/0/Onsite services","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categoryName","cid","city","claimThisBusiness","countryCode","fid","googleFoodUrl","imageUrl","imagesCount","isAdvertisement","kgmid","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","placeId","postalCode","price","rank","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","subTitle","temporarilyClosed","title","totalScore","url","website"
,"true",,,,,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aziziye, Ahenk Sk. 7/ B, 06490 Çankaya/Ankara, Türkiye","Dentist",,,,,,,,,,"Dentist","1669278860682581407","Çankaya","false","TR","0x14d34f4381e4282b:0x172a7847920dd59f",,"https://lh5.googleusercontent.com/p/AF1QipOfGm8PVCBj1_dyTo2i5nKo0R436PBozDIGiUu8=w408-h312-k-no","4","false","/g/11s1bwwnmv","39.8925553","32.854829","Aziziye",,,,,,,,,,,,,,,"false","+90 850 333 8344","+908503338344","ChIJKyjkgUNP0xQRn9UNkkd4Khc","06490",,"132","1","1","0","0","0","0","2024-12-13T09:42:10.534Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.92893568258897,32.75995799882587,13z?hl=en","diş hekimleri","Ankara","Ahenk Sk. 7/ B",,"false","Dt. Özgür Önder, Diş Hekimi","5","https://www.google.com/maps/search/?api=1&query=Dt.%20%C3%96zg%C3%BCr%20%C3%96nder%2C%20Di%C5%9F%20Hekimi&query_place_id=ChIJKyjkgUNP0xQRn9UNkkd4Khc","https://www.doktortakvimi.com/ozgur-onder-4/dis-hekimi/ankara?utm_source=google&utm_medium=gmb&utm_campaign=261969&utm_content=website"
,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oran, Oran Mah, Kudüs cad Park Oran Ofis, Daire No: 54 Kat: 16, 06450 Çankaya/Ankara, Türkiye","Dentist",,,,,,,,,,"Dentist","13260050903996336538","Çankaya","false","TR","0x14d34fba23bcdf89:0xb8052a0adc4c899a",,"https://lh5.googleusercontent.com/p/AF1QipNFDy4M2k9RLcGz98RnCuZdGqUgaXoH_0WlGHhq=w408-h408-k-no","1","false","/g/11qp4xtrx0","39.886684","32.857929","Çankaya",,,,,,,,,,,,,,,"false",,,"ChIJid-8I7pP0xQRmolM3AoqBbg","06450",,"137","0",,,,,,"2024-12-13T09:42:10.534Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.92893568258897,32.75995799882587,13z?hl=en","diş hekimleri","Ankara","Oran, Oran Mah, Kudüs cad Park Oran Ofis, Daire No: 54 Kat: 16",,"false","Dt. İrem Sena Divanlıoğlu, Diş Hekimi",,"https://www.google.com/maps/search/?api=1&query=Dt.%20%C4%B0rem%20Sena%20Divanl%C4%B1o%C4%9Flu%2C%20Di%C5%9F%20Hekimi&query_place_id=ChIJid-8I7pP0xQRmolM3AoqBbg","https://www.doktortakvimi.com/irem-sena-divanlioglu/dis-hekimi/ankara?utm_source=google&utm_medium=gmb&utm_campaign=243896&utm_content=website"
,"true",,,,,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mustafa Kemal, 2150. Sk. No:5/A, 06530 Çankaya/Ankara, Türkiye","Dentist",,,,,,,,,,"Dentist","400950474553688920","Çankaya","false","TR","0x14d3497496f44d97:0x5907655104c0358",,"https://lh5.googleusercontent.com/p/AF1QipMZFTK2NgPFATPKlRc7t_jUlogOkYiUgi2dyMLL=w408-h725-k-no","14","false","/g/11pyfhkgsg","39.912796","32.7741432","Mustafa Kemal",,,,,,,,,,,,,,,"false","+90 850 333 8344","+908503338344","ChIJl030lnRJ0xQRWANMEFV2kAU","06530",,"138","13","13","0","0","0","0","2024-12-13T09:42:10.534Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.92893568258897,32.75995799882587,13z?hl=en","diş hekimleri","Ankara","2150. Sk. No:5/A",,"false","Dt. Hazal Ceren Özçelik, Diş Hekimi","5","https://www.google.com/maps/search/?api=1&query=Dt.%20Hazal%20Ceren%20%C3%96z%C3%A7elik%2C%20Di%C5%9F%20Hekimi&query_place_id=ChIJl030lnRJ0xQRWANMEFV2kAU","https://www.doktortakvimi.com/hazal-ceren-ozcelik/dis-hekimi/ankara?utm_source=google&utm_medium=gmb&utm_campaign=258592&utm_content=website"
,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,"true",,,"Meşrutiyet, Konur Sok. No:41 D:12, 06420 Çankaya/Ankara, Türkiye","Dentist","Orthodontist",,,,,,,,,"Dentist","4163427046577205260","Çankaya","false","TR","0x14d34fabd6df664d:0x39c776d70f7cf00c",,"https://lh5.googleusercontent.com/p/AF1QipNhjs-z6HNseGlFuJuaJXXe2cbpdF5eukw3BZ4_=w408-h272-k-no","5","false","/g/11g6wvr6n9","39.9165073","32.856947","Meşrutiyet","Monday","10 AM to 6 PM","Tuesday","10 AM to 6 PM","Wednesday","10 AM to 6 PM","Thursday","10 AM to 6 PM","Friday","10 AM to 6 PM","Saturday","Closed","Sunday","Closed","false","+90 312 419 39 74","+903124193974","ChIJTWbf1qtP0xQRDPB8D9d2xzk","06420",,"141","65","62","2","1","0","0","2024-12-13T09:42:11.692Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.92893568258897,32.75995799882587,13z?hl=en","diş hekimleri","Ankara","Konur Sok. No:41 D:12",,"false","Dr Diş Hekimi Altuğ Yeniay","4.9","https://www.google.com/maps/search/?api=1&query=Dr%20Di%C5%9F%20Hekimi%20Altu%C4%9F%20Yeniay&query_place_id=ChIJTWbf1qtP0xQRDPB8D9d2xzk","https://altugyeniay.com/"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,"true","true",,,,,,,,,,,,,,,,,,,,"true",,,"Mustafa Kemal, 2118. Cd. Maidan İş ve Yaşam Merkezi No:4 C Blok Kat: 2, 06510 Çankaya/Ankara, Türkiye","Pediatric dentist",,,,,,,,,,"Pediatric dentist","15496332624669576232","Çankaya","false","TR","0x152ddd1b98824d63:0xd70e086b46ba0c28",,"https://lh5.googleusercontent.com/p/AF1QipPicVVDlmzf1PaF4ih8egnz8yIw_tWZ-FfW91b8=w408-h272-k-no","10","false","/g/11nn0gz8jh","39.9097427","32.7650654","Mustafa Kemal","Monday","10 AM to 6 PM","Tuesday","10 AM to 6 PM","Wednesday","10 AM to 6 PM","Thursday","10 AM to 6 PM","Friday","10 AM to 6 PM","Saturday","10 AM to 6 PM","Sunday","Closed","false","+90 555 187 08 22","+905551870822","ChIJY02CmBvdLRURKAy6RmsIDtc","06510",,"142","23","21","0","2","0","0","2024-12-13T09:42:11.692Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.92893568258897,32.75995799882587,13z?hl=en","diş hekimleri","Ankara","2118. Cd. Maidan İş ve Yaşam Merkezi No:4 C Blok Kat: 2",,"false","Çocuk Diş Hekimi Uzm. Dt. Kevser Danıştı (Uyutarak Diş Tedavisi) Ankara Çocuk Diş Hekimi","4.7","https://www.google.com/maps/search/?api=1&query=%C3%87ocuk%20Di%C5%9F%20Hekimi%20Uzm.%20Dt.%20Kevser%20Dan%C4%B1%C5%9Ft%C4%B1%20(Uyutarak%20Di%C5%9F%20Tedavisi)%20Ankara%20%C3%87ocuk%20Di%C5%9F%20Hekimi&query_place_id=ChIJY02CmBvdLRURKAy6RmsIDtc","https://www.doktorsitesi.com/kevser-danisti/pedodonti/ankara"
,,"true",,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mustafa Kemal, Şht. Öğretmen Şenay Aybüke Yalçın Cd. No:36/23, 06680 Çankaya/Ankara, Türkiye","Dentist",,,,,,,,,,"Dentist","12290509569075465107","Çankaya","false","TR","0x14d34f99d403ba73:0xaa90a955cd484b93",,"https://lh5.googleusercontent.com/p/AF1QipO3QZU_H_5nEgaGCRpnLxIkLGavAt590vUYvUGF=w408-h612-k-no","1","false","/g/11jf9vd6y1","39.9128054","32.7802798","Mustafa Kemal",,,,,,,,,,,,,,,"false",,,"ChIJc7oD1JlP0xQRk0tIzVWpkKo","06680",,"143","3","3","0","0","0","0","2024-12-13T09:42:11.692Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.92893568258897,32.75995799882587,13z?hl=en","diş hekimleri","Ankara","Şht. Öğretmen Şenay Aybüke Yalçın Cd. No:36/23",,"false","Dr. Dt. Mert Ataol ( Diş Hekimi - Ağız, Diş ve Çene Cerrahisi)","5","https://www.google.com/maps/search/?api=1&query=Dr.%20Dt.%20Mert%20Ataol%20(%20Di%C5%9F%20Hekimi%20-%20A%C4%9F%C4%B1z%2C%20Di%C5%9F%20ve%20%C3%87ene%20Cerrahisi)&query_place_id=ChIJc7oD1JlP0xQRk0tIzVWpkKo","https://www.doktorsitesi.com/dr-dt-mert-ataol/dis-hekimi/ankara"
,"true",,,,,,,,,,"true",,,,,,,,,,"true",,,,,,"true",,,,,,,"true",,,,,"true",,,,,,,,,,,,,,,,,,,,"true",,,"Mustafa Kemal Mah. Dumlupınar Bul. No: 274 B-Blok Kat:15 Daire:167, 06530 Çankaya/Ankara, Türkiye","Dentist","Dental clinic",,,,,,,,,"Dentist","16630725403862080942","Çankaya","false","TR","0x14d34f808188b519:0xe6cc34a436439dae",,"https://lh5.googleusercontent.com/p/AF1QipOHzmFHNxWNq-BPir6g8LvpDJvka0UZBh9fNm-b=w426-h240-k-no","3","false","/g/11lkf2340w","39.9081174","32.7529966","Mustafa Kemal","Monday","9 AM to 6 PM","Tuesday","9 AM to 6 PM","Wednesday","9 AM to 6 PM","Thursday","9 AM to 6 PM","Friday","9 AM to 6 PM","Saturday","9 AM to 3 PM","Sunday","Closed","false","+90 312 466 22 77","+903124662277","ChIJGbWIgYBP0xQRrp1DNqQ0zOY","06530",,"145","2","2","0","0","0","0","2024-12-13T09:42:11.692Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.92893568258897,32.75995799882587,13z?hl=en","diş hekimleri","Ankara","Mustafa Kemal Mah. Dumlupınar Bul. No: 274 B-Blok Kat:15 Daire:167",,"false","Uzm. Dr. Aynur HORUZTEPE - Gülüş Tasarımı - Diş Hekimi","5","https://www.google.com/maps/search/?api=1&query=Uzm.%20Dr.%20Aynur%20HORUZTEPE%20-%20G%C3%BCl%C3%BC%C5%9F%20Tasar%C4%B1m%C4%B1%20-%20Di%C5%9F%20Hekimi&query_place_id=ChIJGbWIgYBP0xQRrp1DNqQ0zOY","http://www.aynurhoruztepe.com/"
,"true",,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,"true",,,,,"true",,,,,,,,,,,,,,,,,,,,"true",,,"Aydınlar, Mayıs Hastanesi Acil Çıkışı, Hürriyet Cd. No:186 B 29, 06460 Çankaya/Ankara, Türkiye","Dentist",,,,,,,,,,"Dentist","15380714160132291528","Çankaya","false","TR","0x14d345944bdba2c1:0xd5734609c2817bc8",,"https://lh5.googleusercontent.com/p/AF1QipMUcn9C-lqRtIXgwOOoMeag5ouTvDb_L51nX1_N=w408-h271-k-no","18","false","/g/11hzmsvzn8","39.8755348","32.8334347","Aydınlar","Monday","10 AM to 6 PM","Tuesday","10 AM to 6 PM","Wednesday","10 AM to 6 PM","Thursday","10 AM to 6 PM","Friday","10 AM to 6 PM","Saturday","10 AM to 6 PM","Sunday","Closed","false","+90 549 482 17 75","+905494821775","ChIJwaLbS5RF0xQRyHuBwglGc9U","06460",,"4","36",,,,,,"2024-12-13T09:42:11.757Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.82480804129449,32.75995799882587,13z?hl=en","diş hekimleri","Ankara","Mayıs Hastanesi Acil Çıkışı, Hürriyet Cd. No:186 B 29","DT. Esra Alparslan","false","Ankara İmplant","4.9","https://www.google.com/maps/search/?api=1&query=Ankara%20%C4%B0mplant&query_place_id=ChIJwaLbS5RF0xQRyHuBwglGc9U","http://www.esraalparslan.com/"
,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,"true",,,,,,,,,,,,,,,,,,,,,,,"Barbaros, İran Cd. No:6 D D:3, 06680 Çankaya/Ankara, Türkiye","Pediatric dentist",,,,,,,,,,"Pediatric dentist","12292381649261793158","Çankaya","false","TR","0x14d34f694270e50b:0xaa974ffb6fc78f86",,"https://lh5.googleusercontent.com/p/AF1QipMmTIud6v46VEdxtxvp8OFTBssBprEZCjXCVDn2=w408-h612-k-no","125","false","/g/11tk13h7k4","39.8993538","32.8624904","Barbaros","Monday","10 AM to 7 PM","Tuesday","10 AM to 7 PM","Wednesday","10 AM to 7 PM","Thursday","10 AM to 7 PM","Friday","10 AM to 7 PM","Saturday","9 AM to 7 PM","Sunday","Closed","false","+90 532 370 75 17","+905323707517","ChIJC-VwQmlP0xQRho_Hb_tPl6o","06680",,"146","21","21","0","0","0","0","2024-12-13T09:42:11.692Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.92893568258897,32.75995799882587,13z?hl=en","diş hekimleri","Ankara","İran Cd. No:6 D D:3",,"false","Çocuk Diş Hekimi Dr. Dt. Nurgül Demir","5","https://www.google.com/maps/search/?api=1&query=%C3%87ocuk%20Di%C5%9F%20Hekimi%20Dr.%20Dt.%20Nurg%C3%BCl%20Demir&query_place_id=ChIJC-VwQmlP0xQRho_Hb_tPl6o","http://www.nurguldemir.com/"
,,,"true",,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ayrancı, Hoşdere Cd. No:1 D:7, 06540 Çankaya/Ankara, Türkiye","Dentist",,,,,,,,,,"Dentist","9620873537356593214","Çankaya","false","TR","0x14d34f0b2d80f90d:0x858435823718783e",,"https://lh5.googleusercontent.com/p/AF1QipPpQzOqu2AKThEmRSP8dUHzWEP7f8r0GN9qiSZt=w408-h612-k-no","12","false","/g/11dx8kbjvt","39.904804","32.85006","Ayrancı","Monday","10 AM to 6 PM","Tuesday","10 AM to 6 PM","Wednesday","10 AM to 6 PM","Thursday","10 AM to 6 PM","Friday","10 AM to 6 PM","Saturday","10 AM to 5 PM","Sunday","Closed","false","+90 312 466 78 08","+903124667808","ChIJDfmALQtP0xQRPngYN4I1hIU","06540",,"148","185","171","1","13","0","0","2024-12-13T09:42:11.692Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.92893568258897,32.75995799882587,13z?hl=en","diş hekimleri","Ankara","Hoşdere Cd. No:1 D:7",,"false","Diş Hekimi Dr.Funda Ersöz (Restoratif Diş Tedavisi Uzmanı)","4.7","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20Dr.Funda%20Ers%C3%B6z%20(Restoratif%20Di%C5%9F%20Tedavisi%20Uzman%C4%B1)&query_place_id=ChIJDfmALQtP0xQRPngYN4I1hIU","http://www.fundaersoz.com.tr/"
,,"true",,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Balgat, Balgat Mahallesi Mevlana Bulvarı, 1422. Sk. No:4, 06520 Çankaya/Ankara, Türkiye","Dentist","Orthodontist",,,,,,,,,"Dentist","4875230209233305800","Çankaya","false","TR","0x14d34ff9723c1b51:0x43a84c0b939ac0c8",,"https://lh5.googleusercontent.com/p/AF1QipPP-ZEGswvyAQG3Ye1U-ZJWci6Yd2J3702mOSIL=w408-h271-k-no","3","false","/g/11pz7f5s4_","39.9035924","32.8152583","Balgat",,,,,,,,,,,,,,,"false",,,"ChIJURs8cvlP0xQRyMCakwtMqEM","06520",,"150","2","1","0","1","0","0","2024-12-13T09:42:11.692Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.92893568258897,32.75995799882587,13z?hl=en","diş hekimleri","Ankara","Balgat Mahallesi Mevlana Bulvarı, 1422. Sk. No:4",,"false","Dr. Dt. Berna Turgut, Diş Hekimi","3","https://www.google.com/maps/search/?api=1&query=Dr.%20Dt.%20Berna%20Turgut%2C%20Di%C5%9F%20Hekimi&query_place_id=ChIJURs8cvlP0xQRyMCakwtMqEM","https://www.doktortakvimi.com/berna-turgut-2/dis-hekimi-protetik-dis-tedavisi/ankara?utm_source=google&utm_medium=gmb&utm_campaign=258125&utm_content=website"
,"true",,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,"true",,,"Ergazi Mah. Batı Bulvarı Nevadium No:109/B, 06370 Yenimahalle/Ankara, Türkiye","Pediatric dentist","Dental clinic","Dentist",,,,,,,,"Pediatric dentist","244130105470801670","Yenimahalle","false","TR","0x14d3373235c7fe0f:0x36353099790d706",,"https://lh5.googleusercontent.com/p/AF1QipOANIabBAqrjnGEhqqN-fCeAYJ_ZmwWy6oBYnEo=w426-h240-k-no","48","false","/g/11nwjtqrf9","39.955967","32.7074982","Ergazi","Monday","10 AM to 8 PM","Tuesday","10 AM to 8 PM","Wednesday","10 AM to 8 PM","Thursday","10 AM to 8 PM","Friday","10 AM to 8 PM","Saturday","10 AM to 7 PM","Sunday","Closed","false","+90 554 666 94 61","+905546669461","ChIJD_7HNTI30xQRBteQlwlTYwM","06370",,"151","44","39","0","3","1","1","2024-12-13T09:42:11.692Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.92893568258897,32.75995799882587,13z?hl=en","diş hekimleri","Ankara","Ergazi Mah. Batı Bulvarı Nevadium No:109/B",,"false","Dr. Dt. Şule Yıldırım Çocuk Diş Hekimi - Batıkent Diş Hekimi","4.6","https://www.google.com/maps/search/?api=1&query=Dr.%20Dt.%20%C5%9Eule%20Y%C4%B1ld%C4%B1r%C4%B1m%20%C3%87ocuk%20Di%C5%9F%20Hekimi%20-%20Bat%C4%B1kent%20Di%C5%9F%20Hekimi&query_place_id=ChIJD_7HNTI30xQRBteQlwlTYwM","http://www.cocukdishekimim.com/"
,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mustafa Kemal, 2143. Sk. No:14/a, 06530 Çankaya/Ankara, Türkiye","Dentist",,,,,,,,,,"Dentist","15837690140689368530","Çankaya","false","TR","0x14d349c3d01eb75d:0xdbcac745727f05d2",,"https://lh5.googleusercontent.com/p/AF1QipM_hhLoKMpKoLAeM28e6Lq5jx4WpDFcnu-PTIRz=w408-h306-k-no","2","false","/g/11scd0c4y8","39.9136124","32.7729607","Mustafa Kemal","Monday","10:30 AM to 7 PM","Tuesday","10:30 AM to 7 PM","Wednesday","10:30 AM to 7 PM","Thursday","10:30 AM to 7 PM","Friday","10:30 AM to 7 PM","Saturday","10:30 AM to 7 PM","Sunday","Closed","false",,,"ChIJXbce0MNJ0xQR0gV_ckXHyts","06530",,"153","0",,,,,,"2024-12-13T09:42:11.692Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.92893568258897,32.75995799882587,13z?hl=en","diş hekimleri","Ankara","2143. Sk. No:14/a",,"false","Dr. Dt. Ali Ursavaş, Diş Hekimi",,"https://www.google.com/maps/search/?api=1&query=Dr.%20Dt.%20Ali%20Ursava%C5%9F%2C%20Di%C5%9F%20Hekimi&query_place_id=ChIJXbce0MNJ0xQR0gV_ckXHyts","https://www.doktortakvimi.com/ali-ursavas/dis-hekimi/ankara?utm_source=google&utm_medium=gmb&utm_campaign=162470&utm_content=website"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Şehit Osman Avcı, 1419. Cd. No:10 D:102, 06820 Etimesgut/Ankara, Türkiye","Dentist",,,,,,,,,,"Dentist","4211137442549450429","Etimesgut","false","TR","0x14d337a2ca310263:0x3a70f7314381c6bd",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mayUTf7l9KsxC0zydqkXKw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=13.025931&pitch=0&thumbfov=100","1","false","/g/11vb2ghpvj","39.969059","32.6579056","Şehit Osman Avcı",,,,,,,,,,,,,,,"false","+90 850 333 8344","+908503338344","ChIJYwIxyqI30xQRvcaBQzH3cDo","06820",,"156","1","1","0","0","0","0","2024-12-13T09:42:11.692Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.92893568258897,32.75995799882587,13z?hl=en","diş hekimleri","Ankara","1419. Cd. No:10 D:102",,"false","Dt. Reyhan Durmuş, Diş Hekimi","5","https://www.google.com/maps/search/?api=1&query=Dt.%20Reyhan%20Durmu%C5%9F%2C%20Di%C5%9F%20Hekimi&query_place_id=ChIJYwIxyqI30xQRvcaBQzH3cDo","https://www.doktortakvimi.com/reyhan-durmus/dis-hekimi/ankara?utm_source=google&utm_medium=gmb&utm_campaign=243542&utm_content=website"
,"true",,,,,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Koru, Ahmet Taner Kışlalı Cd. No:4 D:4, 06810 Çankaya/Ankara, Türkiye","Dentist",,,,,,,,,,"Dentist","16506167124490863517","Çankaya","false","TR","0x14d3393d7f265f2f:0xe511af8bda82439d",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=voaLfKzWw8wTNmtL1dy07A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=241.39778&pitch=0&thumbfov=100","2","false","/g/11sm8xmryr","39.8818683","32.6828059","Koru","Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Closed","false","+90 850 333 8344","+908503338344","ChIJL18mfz050xQRnUOC2ouvEeU","06810",,"159","5","5","0","0","0","0","2024-12-13T09:42:11.692Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.92893568258897,32.75995799882587,13z?hl=en","diş hekimleri","Ankara","Ahmet Taner Kışlalı Cd. No:4 D:4",,"false","Uzm. Dr. Serkan Dadakoğlu, Ağız diş ve çene cerrahisi, Diş hekimi","5","https://www.google.com/maps/search/?api=1&query=Uzm.%20Dr.%20Serkan%20Dadako%C4%9Flu%2C%20A%C4%9F%C4%B1z%20di%C5%9F%20ve%20%C3%A7ene%20cerrahisi%2C%20Di%C5%9F%20hekimi&query_place_id=ChIJL18mfz050xQRnUOC2ouvEeU","https://www.doktortakvimi.com/serkan-dadakoglu/agiz-dis-ve-cene-cerrahisi/ankara?utm_source=google&utm_medium=gmb&utm_campaign=133753&utm_content=url_appointment"
,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bağlıca, Bağlıca Blv. No:60/F, 06790 Etimesgut/Ankara, Türkiye","Dentist",,,,,,,,,,"Dentist","16108787390376558613","Etimesgut","false","TR","0x14d339108c0906f7:0xdf8de8c895afc015",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ugONpCCyc3rqy7K-7S5LSA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=4.095594&pitch=0&thumbfov=100","1","false","/g/11tn3nv7r9","39.8982426","32.6428016","Bağlıca",,,,,,,,,,,,,,,"false",,,"ChIJ9wYJjBA50xQRFcCvlcjojd8","06790",,"160","0",,,,,,"2024-12-13T09:42:11.692Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.92893568258897,32.75995799882587,13z?hl=en","diş hekimleri","Ankara","Bağlıca Blv. No:60/F",,"false","Dt. Mehmet Atik, Diş Hekimi",,"https://www.google.com/maps/search/?api=1&query=Dt.%20Mehmet%20Atik%2C%20Di%C5%9F%20Hekimi&query_place_id=ChIJ9wYJjBA50xQRFcCvlcjojd8","https://www.doktortakvimi.com/mehmet-atik-2/dis-hekimi/ankara?utm_source=google&utm_medium=gmb&utm_campaign=268595&utm_content=website"
