"additionalInfo/Accessibility/0/Assistive hearing loop","additionalInfo/Accessibility/0/Wheelchair accessible entrance","additionalInfo/Accessibility/0/Wheelchair accessible parking lot","additionalInfo/Accessibility/0/Wheelchair accessible restroom","additionalInfo/Accessibility/0/Wheelchair accessible seating","additionalInfo/Accessibility/0/Wheelchair-accessible car park","additionalInfo/Accessibility/0/Wheelchair-accessible toilet","additionalInfo/Accessibility/1/Wheelchair accessible entrance","additionalInfo/Accessibility/1/Wheelchair accessible parking lot","additionalInfo/Accessibility/1/Wheelchair accessible restroom","additionalInfo/Accessibility/1/Wheelchair accessible seating","additionalInfo/Accessibility/1/Wheelchair-accessible entrance","additionalInfo/Accessibility/1/Wheelchair-accessible toilet","additionalInfo/Accessibility/2/Wheelchair accessible entrance","additionalInfo/Accessibility/2/Wheelchair accessible parking lot","additionalInfo/Accessibility/2/Wheelchair accessible restroom","additionalInfo/Accessibility/2/Wheelchair accessible seating","additionalInfo/Accessibility/2/Wheelchair-accessible seating","additionalInfo/Accessibility/2/Wheelchair-accessible toilet","additionalInfo/Accessibility/3/Wheelchair accessible restroom","additionalInfo/Accessibility/3/Wheelchair accessible seating","additionalInfo/Accessibility/3/Wheelchair-accessible toilet","additionalInfo/Accessibility/4/Wheelchair accessible seating","additionalInfo/Amenities/0/Gender-neutral restroom","additionalInfo/Amenities/0/Gender-neutral toilets","additionalInfo/Amenities/0/Restroom","additionalInfo/Amenities/0/Toilets","additionalInfo/Amenities/1/Restroom","additionalInfo/Amenities/1/Toilets","additionalInfo/Children/0/Nursing room","additionalInfo/From the business/0/Identifies as women-owned","additionalInfo/Parking/0/Free parking lot","additionalInfo/Parking/0/Paid parking garage","additionalInfo/Parking/1/Free street parking","additionalInfo/Parking/1/Paid street parking","additionalInfo/Parking/2/On-site parking","additionalInfo/Planning/0/Appointment required","additionalInfo/Service options/0/Onsite services","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categoryName","cid","city","claimThisBusiness","countryCode","fid","googleFoodUrl","imageUrl","imagesCount","isAdvertisement","kgmid","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","placeId","postalCode","price","rank","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","subTitle","temporarilyClosed","title","totalScore","url","website"
,,,,,"true",,,,,,"true",,,,,,"true",,,,"true",,,,,"true",,,,,,,,,,,,"Demircikara Mahallesi Burhanettin Onat Caddesi Ocean City no:59B/D, 07100 Muratpaşa/Antalya, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","17670195501126218500","Muratpaşa","false","TR","0x14c39beff0610cf5:0xf539253004557304",,"https://lh5.googleusercontent.com/p/AF1QipPhdtypglSdvARKL6jH30fdnilsxcmextDFBLax=w408-h544-k-no","17","false","/g/11s2nr3xdy","36.8814553","30.7183373","Demircikara","Monday","9:30 AM to 6:30 PM","Tuesday","9:30 AM to 6:30 PM","Wednesday","9 AM to 6:30 PM","Thursday","9 AM to 6:30 PM","Friday","9 AM to 6:30 PM","Saturday","9:30 AM to 2:30 PM","Sunday","Closed","false","+90 242 455 59 99","+902424555999","ChIJ9Qxh8O-bwxQRBHNVBDAlOfU","07100",,"10","338",,,,,,"2024-12-13T09:44:56.033Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.872835625961905,30.75451954180107,16z?hl=en","diş hekimleri","Antalya","Demircikara Mahallesi Burhanettin Onat Caddesi Ocean City no:59B/D",,"false","Hospitadent Antalya Diş Hastanesi","5","https://www.google.com/maps/search/?api=1&query=Hospitadent%20Antalya%20Di%C5%9F%20Hastanesi&query_place_id=ChIJ9Qxh8O-bwxQRBHNVBDAlOfU","http://www.hospitadent.com/"
,,,,,"true",,,,,,"true",,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,"Zümrütova, Sinanoğlu Cd. Hatice Çelik Apt D:37/B, 07200 Muratpaşa/Antalya, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","5316256863523380402","Muratpaşa","false","TR","0x14c39b305eb70115:0x49c723735d0b1cb2",,"https://lh5.googleusercontent.com/p/AF1QipMaVoGD76yCKPLfS1N3beAUbRdV_a8Txlj_Nah2=w408-h512-k-no","23","false","/g/11t7hc43_n","36.8651334","30.741115","Zümrütova","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","9 AM to 5 PM","Sunday","Closed","false","+90 533 664 40 54","+905336644054","ChIJFQG3XjCbwxQRshwLXXMjx0k","07200",,"13","50",,,,,,"2024-12-13T09:44:56.033Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.872835625961905,30.75451954180107,16z?hl=en","diş hekimleri","Antalya","Sinanoğlu Cd. Hatice Çelik Apt D:37/B",,"false","ÖNAL DİŞ POLİKLİNİĞİ (DENTONAL)","5","https://www.google.com/maps/search/?api=1&query=%C3%96NAL%20D%C4%B0%C5%9E%20POL%C4%B0KL%C4%B0N%C4%B0%C4%9E%C4%B0%20(DENTONAL)&query_place_id=ChIJFQG3XjCbwxQRshwLXXMjx0k","http://dentonalturkey.com/"
,,,,,"true",,,,,,"true",,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,"Meydankavağı, 12. Cd. No:43/a, 07200 Muratpaşa/Antalya, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","1380723563901787123","Muratpaşa","false","TR","0x14c39bdbea8ecdef:0x132950c417609bf3",,"https://lh5.googleusercontent.com/p/AF1QipMxia-_1r67S36dtCkLQu03YJghyBLULbcxYTzV=w408-h272-k-no","20","false","/g/11swzq06rx","36.8793281","30.7356377","Meydankavağı","Monday","9 AM to 8 PM","Tuesday","9 AM to 8 PM","Wednesday","9 AM to 8 PM","Thursday","9 AM to 8 PM","Friday","9 AM to 8 PM","Saturday","10 AM to 7 PM","Sunday","Closed","false","+90 507 407 35 07","+905074073507","ChIJ782O6tubwxQR85tgF8RQKRM","07200",,"20","75",,,,,,"2024-12-13T09:44:56.034Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.872835625961905,30.75451954180107,16z?hl=en","diş hekimleri","Antalya","12. Cd. No:43/a",,"false","Özel Egedent Ağız ve Diş Sağlığı Polikliniği","5","https://www.google.com/maps/search/?api=1&query=%C3%96zel%20Egedent%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJ782O6tubwxQR85tgF8RQKRM","http://www.egedentantalya.com/"
,"true",,,,,,,,"true",,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,"Yeşilbahçe, Metin Kasapoğlu Cd. Yakamoz Sitesi No:58/2 B Blok, 07230 Muratpaşa/Antalya, Türkiye","Dentist","Endodontist",,,,,,,,,"Dentist","331783586531547497","Muratpaşa","false","TR","0x14c39b167daa92c3:0x49abb6a01849969",,"https://lh5.googleusercontent.com/p/AF1QipPLcQdNN0ZBedozaknlDQozjcCBM53kXtn8wSLJ=w408-h544-k-no","315","false","/g/11rsm1s1ng","36.8657659","30.7262835","Yeşilbahçe",,,,,,,,,,,,,,,"false",,,"ChIJw5KqfRabwxQRaZmEAWq7mgQ","07230",,"7","22",,,,,,"2024-12-13T09:44:57.991Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.872835625961905,30.73735442786738,16z?hl=en","diş hekimleri","Antalya","Metin Kasapoğlu Cd. Yakamoz Sitesi No:58/2 B Blok",,"false","Dr. Dt. Kerem Aşkın, Diş Hekimi","4.8","https://www.google.com/maps/search/?api=1&query=Dr.%20Dt.%20Kerem%20A%C5%9Fk%C4%B1n%2C%20Di%C5%9F%20Hekimi&query_place_id=ChIJw5KqfRabwxQRaZmEAWq7mgQ","https://www.doktortakvimi.com/kerem-askin/dis-hekimi-endodonti-dis-hastaliklari-ve-tedavisi/antalya?utm_source=google&utm_medium=gmb&utm_campaign=131804&utm_content=website"
,"true",,,,,,,"true",,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,,,"Yeşilbahçe, 1471. Sk. No:3C, 07160 Muratpaşa/Antalya, Türkiye","Dentist","Cosmetic dentist","Hospital",,,,,,,,"Dentist","14046146522208383057","Muratpaşa","false","TR","0x14c39bb75c78dc7f:0xc2edefd79f51b051",,"https://lh5.googleusercontent.com/p/AF1QipMi3spQaUci5LVBf_PyVb13lCnK8BGMXMIOfjg3=w546-h240-k-no","98","false","/g/11fmbbn_zt","36.8665636","30.7285748","Yeşilbahçe","Monday","9 AM to 6 PM","Tuesday","9 AM to 6 PM","Wednesday","9 AM to 6 PM","Thursday","9 AM to 6 PM","Friday","9 AM to 6 PM","Saturday","9 AM to 5 PM","Sunday","Closed","false","+90 531 261 62 55","+905312616255","ChIJf9x4XLebwxQRUbBRn9fv7cI","07160",,"9","29",,,,,,"2024-12-13T09:44:57.991Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.872835625961905,30.73735442786738,16z?hl=en","diş hekimleri","Antalya","1471. Sk. No:3C",,"false","Alp's Dental Clinic","4.6","https://www.google.com/maps/search/?api=1&query=Alp's%20Dental%20Clinic&query_place_id=ChIJf9x4XLebwxQRUbBRn9fv7cI","http://alpsdentalclinic.com/"
,"true",,,,,,,"true",,,,,,,"true",,,,,,,,,,"true",,,,,"true",,,,,,"true",,"Meydankavağı, Avni Tolunay Cd. Altemir Apt No:85/B, 07230 Muratpaşa/Antalya, Türkiye","Dental clinic","Dentist",,,,,,,,,"Dental clinic","10596661980102845498","Muratpaşa","false","TR","0x14c39ab0bcb668a5:0x930ee7ed68eae43a",,"https://lh5.googleusercontent.com/p/AF1QipPI4CFTok2S9l3j7efThgAUr7KBpTGeWQqKbO7D=w408-h544-k-no","4","false","/g/11c582knc_","36.8762196","30.7274786","Meydankavağı","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","9 AM to 4 PM","Sunday","Closed","false","+90 242 313 00 66","+902423130066","ChIJpWi2vLCawxQROuTqaO3nDpM","07230",,"10","51",,,,,,"2024-12-13T09:44:57.991Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.872835625961905,30.73735442786738,16z?hl=en","diş hekimleri","Antalya","Avni Tolunay Cd. Altemir Apt No:85/B",,"false","AtlasDent Ağız ve Diş Sağlığı Polikliniği","4.4","https://www.google.com/maps/search/?api=1&query=AtlasDent%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJpWi2vLCawxQROuTqaO3nDpM","http://atlasdent.com.tr/"
,"true",,,,,,,"true",,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,,,"Yeşilbahçe Mah., Metin Kasapoğlu Cad.,, Yakamoz Sit. B Blok No:58/1, 07160 Muratpaşa/Antalya, Türkiye","Pediatric dentist",,,,,,,,,,"Pediatric dentist","8900104871034064555","Muratpaşa","false","TR","0x14c39abd7faf4803:0x7b838639b5b58eab",,"https://lh5.googleusercontent.com/p/AF1QipOWGXTnON0IY28KE1QW2KUWLENQpiINI0HMJpw=w408-h271-k-no","20","false","/g/11b6yx2j9g","36.865949","30.7262018","Yeşilbahçe","Monday","9 AM to 6 PM","Tuesday","9 AM to 6 PM","Wednesday","9 AM to 6 PM","Thursday","9 AM to 6 PM","Friday","9 AM to 6 PM","Saturday","9 AM to 6 PM","Sunday","Closed","false","+90 242 247 49 59","+902422474959","ChIJA0ivf72awxQRq461tTmGg3s","07160",,"13","39",,,,,,"2024-12-13T09:44:57.991Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.872835625961905,30.73735442786738,16z?hl=en","diş hekimleri","Antalya","Yeşilbahçe Mah., Metin Kasapoğlu Cad.,, Yakamoz Sit. B Blok No:58/1",,"false","Diş Hekimi Dr. Çiğdem Şekerci","4.4","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20Dr.%20%C3%87i%C4%9Fdem%20%C5%9Eekerci&query_place_id=ChIJA0ivf72awxQRq461tTmGg3s","http://www.perilidislerklinigi.com/"
,"true",,,,,,,"true",,,,,,,"true",,,,,"true",,,,,"true",,,,,,,,,,,,,"Demircikara, Avni Tolunay Cd. No:34B, 07100 Muratpaşa/Antalya, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","11228897216370040316","Muratpaşa","false","TR","0x14c39b4e89127d7d:0x9bd50e86691bddfc",,"https://lh5.googleusercontent.com/p/AF1QipM0EcYM9m1Sd1pyNq-0kJfxBi1w39D6SbmxEANr=w408-h544-k-no","107","false","/g/11twk61mgf","36.8764769","30.7266579","Demircikara","Monday","9 AM to 6 PM","Tuesday","9 AM to 6 PM","Wednesday","9 AM to 6 PM","Thursday","9 AM to 6 PM","Friday","9 AM to 6 PM","Saturday","9 AM to 3 PM","Sunday","Closed","false","+90 553 252 86 22","+905532528622","ChIJfX0SiU6bwxQR_N0baYYO1Zs","07100",,"15","150",,,,,,"2024-12-13T09:44:57.991Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.872835625961905,30.73735442786738,16z?hl=en","diş hekimleri","Antalya","Avni Tolunay Cd. No:34B",,"false","OZClinic Ağız ve Diş Sağlığı Polikliniği - OZClinic Dental Centre","5","https://www.google.com/maps/search/?api=1&query=OZClinic%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi%20-%20OZClinic%20Dental%20Centre&query_place_id=ChIJfX0SiU6bwxQR_N0baYYO1Zs","http://www.ozclinic.com.tr/"
,"true",,,,,,,"true",,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,"Zümrütova, Hatice Çevik Apartmanı, Sinanoğlu Cd. No:37/ C, 07230 Muratpaşa/Antalya, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","6359123313131124877","Muratpaşa","false","TR","0x14c39b95ccbf7617:0x584024f61215f88d",,"https://lh5.googleusercontent.com/p/AF1QipOyIEZ-xfZb6PpAzZan00_4jTR2SeydPQ7nHK4=w408-h306-k-no","17","false","/g/11v0prhc7v","36.8650498","30.7411676","Zümrütova","Monday","9 AM to 12 AM","Tuesday","9 AM to 12 AM","Wednesday","9 AM to 12 AM","Thursday","9 AM to 12 AM","Friday","9 AM to 12 AM","Saturday","9 AM to 6 PM","Sunday","Closed","false","+90 552 180 88 64","+905521808864","ChIJF3a_zJWbwxQRjfgVEvYkQFg","07230",,"17","56",,,,,,"2024-12-13T09:44:57.991Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.872835625961905,30.73735442786738,16z?hl=en","diş hekimleri","Antalya","Hatice Çevik Apartmanı, Sinanoğlu Cd. No:37/ C",,"false","Tml Smile Ağız ve Diş Sağlığı Polikliniği","4.9","https://www.google.com/maps/search/?api=1&query=Tml%20Smile%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJF3a_zJWbwxQRjfgVEvYkQFg","https://tmlsmilestudio.com/"
,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,"Üçgen, ALAY MÜFTÜSÜ İŞHANI, Anafartalar Cd. NO 80/G, 07050 Muratpaşa/Antalya, Türkiye","Dental clinic","Dentist",,,,,,,,,"Dental clinic","6971690376826736766","Muratpaşa","false","TR","0x14c3901e5d568d1f:0x60c06b75cac4507e",,"https://lh5.googleusercontent.com/p/AF1QipMrvokmdQy63OVdkdQ-PTik538J_-C9r-oscpC6=w408-h272-k-no","6","false","/g/11gd4jdy8x","36.8933846","30.6936461","Üçgen","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","9 AM to 5 PM","Sunday","Closed","false","+90 537 440 91 91","+905374409191","ChIJH41WXR6QwxQRflDEynVrwGA","07050",,"1","19",,,,,,"2024-12-13T09:44:58.235Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.90030997403809,30.7030242,16z?hl=en","diş hekimleri","Antalya","ALAY MÜFTÜSÜ İŞHANI, Anafartalar Cd. NO 80/G","Diş Hekimi Güray Uysal","false","DR.GÜRAY UYSAL","4.6","https://www.google.com/maps/search/?api=1&query=DR.G%C3%9CRAY%20UYSAL&query_place_id=ChIJH41WXR6QwxQRflDEynVrwGA","https://www.dtgurayuysal.com/"
,,"true",,,,,,,"true",,,,"false",,,,,,,,,,"true",,,,"false",,,,,,,,,,,"Yeşilbahçe, Çınarlı Cd. No:11/C, 07160 Muratpaşa/Antalya, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","18071942148033122143","Muratpaşa","false","TR","0x14c384daaaab4d37:0xfacc6fa266ec8f5f",,"https://lh5.googleusercontent.com/p/AF1QipOWfYMNhDFyUKNmVNjZMAmyHJFe8PtkXCyOHPbU=w408-h470-k-no","110","false","/g/11tk93p0qj","36.8689418","30.7259899","Yeşilbahçe","Monday","9 AM to 6 PM","Tuesday","9 AM to 6 PM","Wednesday","9 AM to 6 PM","Thursday","9 AM to 6 PM","Friday","9 AM to 6 PM","Saturday","9 AM to 5 PM","Sunday","Closed","false","+90 545 316 14 34","+905453161434","ChIJN02rqtqEwxQRX4_sZqJvzPo","07160",,"19","207",,,,,,"2024-12-13T09:44:57.992Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.872835625961905,30.73735442786738,16z?hl=en","diş hekimleri","Antalya","Çınarlı Cd. No:11/C",,"false","Özdemir Dental Center Antalya","4.9","https://www.google.com/maps/search/?api=1&query=%C3%96zdemir%20Dental%20Center%20Antalya&query_place_id=ChIJN02rqtqEwxQRX4_sZqJvzPo","https://ozdemirdentalcenter.com/"
,"true",,,,,,,"true",,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,,"true","Altındağ, Anafartalar Cd. No: 95/ C, 07050 Muratpaşa/Antalya, Türkiye","Dental clinic","Cosmetic dentist","Dental hygienist","Dental implants periodontist","Dental implants provider","Dentist","Orthodontist","Periodontist",,,"Dental clinic","546165475583279166","Muratpaşa","false","TR","0x14c3901e4099dbcd:0x7945e9b38b9403e",,"https://lh5.googleusercontent.com/p/AF1QipM0ZNr2dKA0dG2JRJLbmL4OCHQoVCMW-bJTTHXa=w408-h272-k-no","58","false","/g/11f3bc65c0","36.8936194","30.6929948","Altındağ","Monday","9 AM to 9 PM","Tuesday","9 AM to 9 PM","Wednesday","9 AM to 9 PM","Thursday","9 AM to 9 PM","Friday","9 AM to 9 PM","Saturday","9 AM to 4 PM","Sunday","Closed","false","+90 555 802 42 20","+905558024220","ChIJzduZQB6QwxQRPkC5OJtelAc","07050",,"5","198",,,,,,"2024-12-13T09:44:58.235Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.90030997403809,30.7030242,16z?hl=en","diş hekimleri","Antalya","Anafartalar Cd. No: 95/ C",,"false","Zorlu Diş Polikliniği (Healthio Turkey)","4.6","https://www.google.com/maps/search/?api=1&query=Zorlu%20Di%C5%9F%20Poliklini%C4%9Fi%20(Healthio%20Turkey)&query_place_id=ChIJzduZQB6QwxQRPkC5OJtelAc","http://zorludis.com/"
,"true",,,,,,,"true",,,,,,,"true",,,,,"false",,,,,"true",,,,,,,,,,,"true",,"Meydankavağı, İsmail Cem Cd No:10, 07230 Muratpaşa/Antalya, Türkiye","Dental clinic","Dental hygienist","Dentist",,,,,,,,"Dental clinic","16516410636877407288","Muratpaşa","false","TR","0x14c39bea8ba4de49:0xe53613f76f8fa438",,"https://lh5.googleusercontent.com/p/AF1QipMUhGySgiqwJz4OVthgMauu07S-2YRGjIx_R4js=w408-h272-k-no","79","false","/g/11sg5lj783","36.8801777","30.7259918","Meydankavağı","Monday","8:30 AM to 6:30 PM","Tuesday","8:30 AM to 6:30 PM","Wednesday","8:30 AM to 6:30 PM","Thursday","8:30 AM to 6:30 PM","Friday","8:30 AM to 6:30 PM","Saturday","9 AM to 3 PM","Sunday","Closed","false","+44 7500 277072","+447500277072","ChIJSd6ki-qbwxQROKSPb_cTNuU","07230",,"20","133",,,,,,"2024-12-13T09:44:57.992Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.872835625961905,30.73735442786738,16z?hl=en","diş hekimleri","Antalya","İsmail Cem Cd No:10",,"false","Medical Dental Turkey","4.9","https://www.google.com/maps/search/?api=1&query=Medical%20Dental%20Turkey&query_place_id=ChIJSd6ki-qbwxQROKSPb_cTNuU","https://medicaldentalturkey.com/"
,"true",,,,,,,"true",,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,,,"Tahılpazarı, Kazım Özalp Cd. No:84 Kat 9, 07040 Muratpaşa/Antalya, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","18342446249820481220","Muratpaşa","false","TR","0x14c39168862b4aab:0xfe8d75ae883ee6c4",,"https://lh5.googleusercontent.com/p/AF1QipNdRA6uxC12vrCjmFbwmF8nMcZNqFxyZMQ0P4rZ=w408-h267-k-no","19","false","/g/11fq_zb2ws","36.8927973","30.7043367","Tahılpazarı","Monday","9 AM to 5:30 PM","Tuesday","9 AM to 5:30 PM","Wednesday","9 AM to 5:30 PM","Thursday","9 AM to 5:30 PM","Friday","9 AM to 5:30 PM","Saturday","9 AM to 5:30 PM","Sunday","Closed","false","+90 544 245 00 91","+905442450091","ChIJq0orhmiRwxQRxOY-iK51jf4","07040",,"7","37",,,,,,"2024-12-13T09:44:58.235Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.90030997403809,30.7030242,16z?hl=en","diş hekimleri","Antalya","Kazım Özalp Cd. No:84 Kat 9",,"false","BilimDent Ağız ve Diş Sağlığı Uygulama ve Araştırma Merkezi","4.6","https://www.google.com/maps/search/?api=1&query=BilimDent%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Uygulama%20ve%20Ara%C5%9Ft%C4%B1rma%20Merkezi&query_place_id=ChIJq0orhmiRwxQRxOY-iK51jf4","https://bilimdent.com/"
,"true",,,,,,,"true",,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,"true",,"Güvenlik, Anafartalar Cd. No:149 K:1 D:1, 07030 Muratpaşa/Antalya, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","12221880247466339659","Muratpaşa","false","TR","0x14c38f9b2cb70b15:0xa99cd754ad982d4b",,"https://lh5.googleusercontent.com/p/AF1QipMQ83guqWeeTeQaLWU0il_pAEjnndr08ik1u6fj=w426-h240-k-no","51","false","/g/11rx3x7s8h","36.8998489","30.6893196","Güvenlik","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","9 AM to 4 PM","Sunday","Closed","false","+90 242 408 88 78","+902424088878","ChIJFQu3LJuPwxQRSy2YrVTXnKk","07030",,"8","204",,,,,,"2024-12-13T09:44:58.235Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.90030997403809,30.7030242,16z?hl=en","diş hekimleri","Antalya","Anafartalar Cd. No:149 K:1 D:1",,"false","Antalya Dent15 Ağız ve Diş Sağlığı Polikliniği","5","https://www.google.com/maps/search/?api=1&query=Antalya%20Dent15%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJFQu3LJuPwxQRSy2YrVTXnKk","http://www.antalyadent15.com/"
,"true",,,,,,,"true",,,,,,,"true",,,,,"true",,,,,"true",,,,,,,,,,,"true",,"Üçgen, GG Smile Clinic Ağız ve Diş Sağlığı Polikliniği, 07040 Muratpaşa/Antalya, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","14891118585354734673","Muratpaşa","false","TR","0x14c38f41081581ab:0xcea7e174f4494c51",,"https://lh5.googleusercontent.com/p/AF1QipOwCEhutAIOaKl0ZaVknSt86SyvEp07SC2SELKq=w408-h357-k-no","13","false","/g/11j9fc5lvt","36.8963318","30.6962919","Üçgen","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","9 AM to 7 PM","Sunday","Closed","false","+90 534 637 77 20","+905346377720","ChIJq4EVCEGPwxQRUUxJ9HThp84","07040",,"10","29",,,,,,"2024-12-13T09:44:58.235Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.90030997403809,30.7030242,16z?hl=en","diş hekimleri","Antalya","GG Smile Clinic Ağız ve Diş Sağlığı Polikliniği",,"false","Özel GG Smile Clinic Ağız ve Diş Sağlığı Polikliniği","4.9","https://www.google.com/maps/search/?api=1&query=%C3%96zel%20GG%20Smile%20Clinic%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJq4EVCEGPwxQRUUxJ9HThp84","http://www.ggsmileclinic.com/"
,"true",,,,,,,"true",,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,,,"Memurevleri, Derya Cd. No:1 D:6, 07050 Muratpaşa/Antalya, Türkiye","Dentist",,,,,,,,,,"Dentist","12784187872568091715","Muratpaşa","false","TR","0x14c38fe08e98877b:0xb16a8f22f6472443",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0pV8taCv7NckojJx5a_w1w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=182.11604&pitch=0&thumbfov=100","2","false","/g/1v2031bj","36.898496","30.690072","Memurevleri","Monday","10 AM to 7 PM","Tuesday","10 AM to 7 PM","Wednesday","10 AM to 7 PM","Thursday","10 AM to 7 PM","Friday","10 AM to 7 PM","Saturday","Closed","Sunday","Closed","false","+90 242 335 40 79","+902423354079","ChIJe4eYjuCPwxQRQyRH9iKParE","07050",,"14","12",,,,,,"2024-12-13T09:44:58.235Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.90030997403809,30.7030242,16z?hl=en","diş hekimleri","Antalya","Derya Cd. No:1 D:6",,"false","DİŞ HEKİMİ HÜSEYİN KENAN ÖZKAN","4.6","https://www.google.com/maps/search/?api=1&query=D%C4%B0%C5%9E%20HEK%C4%B0M%C4%B0%20H%C3%9CSEY%C4%B0N%20KENAN%20%C3%96ZKAN&query_place_id=ChIJe4eYjuCPwxQRQyRH9iKParE","http://www.hkenanozkan.com/"
