"additionalInfo/Accessibility/0/Assistive hearing loop","additionalInfo/Accessibility/0/Wheelchair accessible entrance","additionalInfo/Accessibility/0/Wheelchair accessible parking lot","additionalInfo/Accessibility/0/Wheelchair accessible restroom","additionalInfo/Accessibility/0/Wheelchair accessible seating","additionalInfo/Accessibility/0/Wheelchair-accessible car park","additionalInfo/Accessibility/0/Wheelchair-accessible entrance","additionalInfo/Accessibility/0/Wheelchair-accessible seating","additionalInfo/Accessibility/0/Wheelchair-accessible toilet","additionalInfo/Accessibility/1/Wheelchair accessible entrance","additionalInfo/Accessibility/1/Wheelchair accessible parking lot","additionalInfo/Accessibility/1/Wheelchair accessible restroom","additionalInfo/Accessibility/1/Wheelchair accessible seating","additionalInfo/Accessibility/1/Wheelchair-accessible entrance","additionalInfo/Accessibility/1/Wheelchair-accessible seating","additionalInfo/Accessibility/1/Wheelchair-accessible toilet","additionalInfo/Accessibility/2/Wheelchair accessible entrance","additionalInfo/Accessibility/2/Wheelchair accessible parking lot","additionalInfo/Accessibility/2/Wheelchair accessible restroom","additionalInfo/Accessibility/2/Wheelchair accessible seating","additionalInfo/Accessibility/2/Wheelchair-accessible seating","additionalInfo/Accessibility/2/Wheelchair-accessible toilet","additionalInfo/Accessibility/3/Wheelchair accessible parking lot","additionalInfo/Accessibility/3/Wheelchair accessible restroom","additionalInfo/Accessibility/3/Wheelchair accessible seating","additionalInfo/Accessibility/3/Wheelchair-accessible toilet","additionalInfo/Accessibility/4/Wheelchair accessible seating","additionalInfo/Amenities/0/Gender-neutral restroom","additionalInfo/Amenities/0/Gender-neutral toilets","additionalInfo/Amenities/0/Restroom","additionalInfo/Amenities/0/Toilets","additionalInfo/Amenities/1/Restroom","additionalInfo/Amenities/1/Toilets","additionalInfo/Children/0/Nursing room","additionalInfo/From the business/0/Identifies as women-owned","additionalInfo/Parking/0/Free of charge street parking","additionalInfo/Parking/0/Free parking garage","additionalInfo/Parking/0/Free parking lot","additionalInfo/Parking/0/Free street parking","additionalInfo/Parking/0/On-site parking","additionalInfo/Parking/0/Paid parking garage","additionalInfo/Parking/0/Paid parking lot","additionalInfo/Parking/0/Paid street parking","additionalInfo/Parking/1/Free parking lot","additionalInfo/Parking/1/Free street parking","additionalInfo/Parking/1/On-site parking","additionalInfo/Parking/1/Paid parking garage","additionalInfo/Parking/1/Paid parking lot","additionalInfo/Parking/1/Paid street parking","additionalInfo/Parking/2/Free street parking","additionalInfo/Parking/2/On-site parking","additionalInfo/Parking/2/Paid parking lot","additionalInfo/Parking/2/Paid street parking","additionalInfo/Parking/3/On-site parking","additionalInfo/Parking/3/Paid multi-storey car park","additionalInfo/Parking/3/Paid parking lot","additionalInfo/Parking/3/Paid street parking","additionalInfo/Parking/4/Paid parking garage","additionalInfo/Parking/4/Paid parking lot","additionalInfo/Parking/4/Paid street parking","additionalInfo/Parking/5/Paid parking lot","additionalInfo/Parking/6/Paid street parking","additionalInfo/Planning/0/Appointment required","additionalInfo/Service options/0/On-site services","additionalInfo/Service options/0/Onsite services","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categoryName","cid","city","claimThisBusiness","countryCode","fid","googleFoodUrl","imageUrl","imagesCount","isAdvertisement","kgmid","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","placeId","postalCode","price","rank","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","subTitle","temporarilyClosed","title","totalScore","url","website"
,"true",,,,,,,,,"true",,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,"Kartaltepe Mah. Halkalı Cad, Prof. Dr. M. Nevzat Pisak Cd. No:106/1A, 34295 Küçükçekmece/İstanbul, Türkiye","Dental clinic","Dental implants periodontist","Dentist","Emergency dental service","Orthodontist","Pediatric dentist","Periodontist",,,,"Dental clinic","11274271923321690047","Küçükçekmece","false","TR","0x14caa331f2ea0cf3:0x9c764294a2bfd7bf",,"https://lh5.googleusercontent.com/p/AF1QipN_znov_JCDACxS_uVxBlS6K-U_FCbYUVLsKi6V=w408-h272-k-no","53","false","/g/11j7djc0j1","41.0039734","28.798163","Kartaltepe","Monday","9:30 AM to 9:30 PM","Tuesday","9:30 AM to 9:30 PM","Wednesday","9:30 AM to 9:30 PM","Thursday","9:30 AM to 9:30 PM","Friday","9:30 AM to 9:30 PM","Saturday","9:30 AM to 9:30 PM","Sunday","12 to 7 PM","false","+90 212 541 45 41","+902125414541","ChIJ8wzq8jGjyhQRv9e_opRCdpw","34295",,"17","331",,,,,,"2024-12-13T09:41:47.405Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@40.79355215034638,28.5920952464581,14z?hl=en","diş hekimleri","İstanbul","Kartaltepe Mah. Halkalı Cad, Prof. Dr. M. Nevzat Pisak Cd. No:106/1A",,"false","Klinik Artı Ağız ve Diş Sağlığı Polikliniği","4.9","https://www.google.com/maps/search/?api=1&query=Klinik%20Art%C4%B1%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJ8wzq8jGjyhQRv9e_opRCdpw","https://www.klinikarti.com/"
,,,"true",,,,,,,,,"true",,,,,,,,,,,,,,,,,"true",,,,"true","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","Merkez, Şamlı Sk. No:5, 34315 Avcılar/İstanbul, Türkiye","Dentist",,,,,,,,,,"Dentist","311256201059436147","Avcılar","false","TR","0x14caa19209c73337:0x451cddda2490673",,"https://lh5.googleusercontent.com/p/AF1QipNMIPdKt5JZr7ReGNqO-n0gYpoZ2w5U2m53h3Bk=w408-h544-k-no","5","false","/g/11svt85bq4","40.9802884","28.7247885","Merkez","Monday","10 AM to 7:30 PM","Tuesday","10 AM to 7:30 PM","Wednesday","10 AM to 7:30 PM","Thursday","10 AM to 7:30 PM","Friday","10 AM to 7:30 PM","Saturday","10 AM to 7:30 PM","Sunday","Closed","false","+90 546 519 11 09","+905465191109","ChIJNzPHCZKhyhQRcwZJot3NUQQ","34315",,"18","46",,,,,,"2024-12-13T09:41:47.405Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@40.79355215034638,28.5920952464581,14z?hl=en","diş hekimleri","İstanbul","Şamlı Sk. No:5",,"false","Diş Hekimi DENİZ AKIN","5","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20DEN%C4%B0Z%20AKIN&query_place_id=ChIJNzPHCZKhyhQRcwZJot3NUQQ","http://6691229f31b5c.site123.me/"
,,,,,,"true",,,,,,,,,"true",,,,,,,,,,,,,,,"true",,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Küçüksu, Kaldırım Cd. No:79 /B, 34684 Üsküdar/İstanbul, Türkiye","Dentist",,,,,,,,,,"Dentist","15942131661360537312","Üsküdar","false","TR","0x14cac932d98a7ac9:0xdd3dd447ede71ee0",,"https://lh5.googleusercontent.com/p/AF1QipPtQsM7NwDsnEQLuR2-lnnyquucQgBuZZBL0fXm=w408-h362-k-no","25","false","/g/11s2sj5gdb","41.0577827","29.0726516","Küçüksu","Monday","9 AM to 6 PM","Tuesday","9 AM to 6 PM","Wednesday","9 AM to 6 PM","Thursday","9 AM to 6 PM","Friday","9 AM to 6 PM","Saturday","9 AM to 6 PM","Sunday","Closed","false","+90 530 527 79 99","+905305277999","ChIJyXqK2TLJyhQR4B7n7UfUPd0","34684",,"4","67",,,,,,"2024-12-13T09:41:48.139Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@41.10164060008662,29.202019034072098,14z?hl=en","diş hekimleri","İstanbul","Kaldırım Cd. No:79 /B",,"false","Diş Hekimi Bilge Odabaşı","5","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20Bilge%20Odaba%C5%9F%C4%B1&query_place_id=ChIJyXqK2TLJyhQR4B7n7UfUPd0","http://www.dtbilgeodabasi.com/"
,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kavacık, Okul Cd. No:21, 34810 Beykoz/İstanbul, Türkiye","Dentist","Orthodontist",,,,,,,,,"Dentist","13605727664566234170","Beykoz","false","TR","0x14cacbf00d1c6ecd:0xbcd14139852cec3a",,"https://lh5.googleusercontent.com/p/AF1QipOpTwh6fle7wJd8vpirnOrNqGuRs5lNRYQGtvxd=w408-h725-k-no","6","false","/g/11jzzxhyd4","41.0933702","29.0868545","Kavacık","Monday","8 AM to 9 PM","Tuesday","8 AM to 9 PM","Wednesday","8 AM to 9 PM","Thursday","8 AM to 9 PM","Friday","8 AM to 9 PM","Saturday","8 AM to 9 PM","Sunday","Closed","false","+90 501 257 82 82","+905012578282","ChIJzW4cDfDLyhQROuwshTlB0bw","34810",,"5","62",,,,,,"2024-12-13T09:41:48.139Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@41.10164060008662,29.202019034072098,14z?hl=en","diş hekimleri","İstanbul","Okul Cd. No:21",,"false","Ortodonti Uzmanı Diş Hekimi Gülcan Koçal","5","https://www.google.com/maps/search/?api=1&query=Ortodonti%20Uzman%C4%B1%20Di%C5%9F%20Hekimi%20G%C3%BClcan%20Ko%C3%A7al&query_place_id=ChIJzW4cDfDLyhQROuwshTlB0bw","https://instagram.com/ortodontist_gulcankocal?igshid=YmMyMTA2M2Y="
,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mimar Sinan, Mimar Sinan Cd. No:17 D:7 (Kat, 34782 Çekmeköy/İstanbul, Türkiye","Dentist",,,,,,,,,,"Dentist","15113448651774016590","Çekmeköy","false","TR","0x14cace8d3470855b:0xd1bdc1796c18bc4e",,"https://lh5.googleusercontent.com/p/AF1QipO5rDKIiXM_EN_CqN7n_-JUP5d1vdXw_feckFX1=w408-h306-k-no","14","false","/g/11cmq_ml4b","41.0327947","29.175775","Mimar Sinan","Monday","8:30 AM to 7 PM","Tuesday","8:30 AM to 7 PM","Wednesday","8:30 AM to 7 PM","Thursday","8:30 AM to 7 PM","Friday","8:30 AM to 7 PM","Saturday","8 AM to 3 PM","Sunday","Closed","false","+90 216 641 11 21","+902166411121","ChIJW4VwNI3OyhQRTrwYbHnBvdE","34782",,"10","14",,,,,,"2024-12-13T09:41:48.139Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@41.10164060008662,29.202019034072098,14z?hl=en","diş hekimleri","İstanbul","Mimar Sinan Cd. No:17 D:7 (Kat","Diş Hekimi Sertan Yilmaz Protez Uzmanı","false","Diş hekimi Sertan Yilmaz","5","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20hekimi%20Sertan%20Yilmaz&query_place_id=ChIJW4VwNI3OyhQRTrwYbHnBvdE","http://www.dentindent.net/"
,,,,,"true",,,,,,,,"true",,,,,,,,"true",,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yamanevler, 7, Sultan Sk., 34768 Ümraniye/İstanbul, Türkiye","Dental clinic","Cosmetic dentist","Dental implants periodontist","Dental implants provider","Dentist","Denture care center","Emergency dental service","Orthodontist","Pediatric dentist","Periodontist","Dental clinic","15986518453909103198","Ümraniye","false","TR","0x14cac8f757596c03:0xdddb85d5687aa25e",,"https://lh5.googleusercontent.com/p/AF1QipMYYGiD-fYmzwROA2HiKqgfnzsfQTB4cJbNWMKb=w408-h466-k-no","46","false","/g/11hcj22txs","41.0262033","29.0976109","Yaman Evler","Monday","9 AM to 10 PM","Tuesday","9 AM to 10 PM","Wednesday","9 AM to 10 PM","Thursday","9 AM to 10 PM","Friday","9 AM to 10 PM","Saturday","9 AM to 10 PM","Sunday","Closed","false","+90 216 458 01 11","+902164580111","ChIJA2xZV_fIyhQRXqJ6aNWF290","34768",,"13","1958",,,,,,"2024-12-13T09:41:48.139Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@41.10164060008662,29.202019034072098,14z?hl=en","diş hekimleri","İstanbul","7, Sultan Sk.",,"false","DENTOPOL Ağız & Diş Sağlığı Grubu - Ümraniye","4.9","https://www.google.com/maps/search/?api=1&query=DENTOPOL%20A%C4%9F%C4%B1z%20%26%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Grubu%20-%20%C3%9Cmraniye&query_place_id=ChIJA2xZV_fIyhQRXqJ6aNWF290","http://www.dentopol.com/"
,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mimar Sinan, Mimar Sinan Cd. No:17, 34782 Çekmeköy/İstanbul, Türkiye","Dentist",,,,,,,,,,"Dentist","370330590760079076","Çekmeköy","false","TR","0x14cacf81b32bd72b:0x523adb5cfb70ee4",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QM6bKcSNySPm02hVZo14VQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=35.42976&pitch=0&thumbfov=100","1","false","/g/11szp1dssr","41.0328217","29.1758366","Mimar Sinan","Monday","9 AM to 8 PM","Tuesday","9 AM to 8 PM","Wednesday","9 AM to 8 PM","Thursday","9 AM to 8 PM","Friday","9 AM to 8 PM","Saturday","9 AM to 8 PM","Sunday","Closed","false",,,"ChIJK9crs4HPyhQR5A63z7WtIwU","34782",,"16","1",,,,,,"2024-12-13T09:41:48.139Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@41.10164060008662,29.202019034072098,14z?hl=en","diş hekimleri","İstanbul","Mimar Sinan Cd. No:17",,"false","Dt. Mehmet Rifat Akpınar, Diş Hekimi","5","https://www.google.com/maps/search/?api=1&query=Dt.%20Mehmet%20Rifat%20Akp%C4%B1nar%2C%20Di%C5%9F%20Hekimi&query_place_id=ChIJK9crs4HPyhQR5A63z7WtIwU","https://www.doktortakvimi.com/mehmet-rifat-akpinar/dis-hekimi/istanbul?utm_source=google&utm_medium=gmb&utm_campaign=150338&utm_content=website"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Atatürk, Ayazma Sk. no:2-4D, 34764 Ümraniye/İstanbul, Türkiye","Dentist","Dental clinic","Teeth whitening service",,,,,,,,"Dentist","16672773066446102022","Ümraniye","false","TR","0x14cab75c076eb3a9:0xe76196c48e385e06",,"https://lh5.googleusercontent.com/p/AF1QipMPeA6k_XenB1hKsauDgE8453w5Lylds4b4ieg3=w408-h544-k-no","13","false","/g/11l6j3syb4","41.02792","29.0975205","Atatürk","Monday","10 AM to 9 PM","Tuesday","9:30 AM to 9 PM","Wednesday","9:30 AM to 9 PM","Thursday","9:30 AM to 9 PM","Friday","9:30 AM to 9 PM","Saturday","10 AM to 8 PM","Sunday","11:30 AM to 5 PM","false","+90 532 789 91 11","+905327899111","ChIJqbNuB1y3yhQRBl44jsSWYec","34764",,"17","26",,,,,,"2024-12-13T09:41:48.139Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@41.10164060008662,29.202019034072098,14z?hl=en","diş hekimleri","İstanbul","Ayazma Sk. no:2-4D",,"false","Diş hekimi Seyfi ÇOKLUK","5","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20hekimi%20Seyfi%20%C3%87OKLUK&query_place_id=ChIJqbNuB1y3yhQRBl44jsSWYec","https://www.instagram.com/dt.seyficokluk"
,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,"Saray, Sezer Sk. No:1, 34768 Ümraniye/İstanbul, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","10165478310569002447","Ümraniye","false","TR","0x14cac94ac3fb29af:0x8d1308aa196745cf",,"https://lh5.googleusercontent.com/p/AF1QipMiwALYPm0hincz__sLUX9Q0wLpyG7YDm7QpEaV=w408-h306-k-no","13","false","/g/11mv0vht2j","41.0213164","29.1199046","Saray","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","9 AM to 7 PM","Sunday","Closed","false","+90 532 762 83 75","+905327628375","ChIJryn7w0rJyhQRz0VnGaoIE40","34768",,"19","44",,,,,,"2024-12-13T09:41:48.139Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@41.10164060008662,29.202019034072098,14z?hl=en","diş hekimleri","İstanbul","Sezer Sk. No:1",,"false","Dt.Sezen İlter Aydogan Diş Hekimi","4.9","https://www.google.com/maps/search/?api=1&query=Dt.Sezen%20%C4%B0lter%20Aydogan%20Di%C5%9F%20Hekimi&query_place_id=ChIJryn7w0rJyhQRz0VnGaoIE40","https://sezenilteraydogan.com/"
,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mecidiyeköy, 34387 Şişli/İstanbul, Türkiye","Dentist",,,,,,,,,,"Dentist","5693093824654290130","Şişli","false","TR","0x14b55f017a3d1003:0x4f01eeab937d2cd2",,"https://lh5.googleusercontent.com/p/AF1QipMhHn8n3ODJARMnoNp_j3Z4wS8fKQG6SbAOFmY9=w408-h408-k-no","81","false","/g/11h0zf5r2w","41.0672718","28.9931204","Mecidiyeköy","Monday","10 AM to 6 PM","Tuesday","10 AM to 6 PM","Wednesday","10 AM to 6 PM","Thursday","10 AM to 6 PM","Friday","10 AM to 6 PM","Saturday","10 AM to 6 PM","Sunday","Closed","false","+90 555 180 21 14","+905551802114","ChIJAxA9egFftRQR0ix9k6vuAU8","34387",,"6","8",,,,,,"2024-12-13T09:41:48.766Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@41.307032899913445,28.998711104867432,14z?hl=en","diş hekimleri","İstanbul","Mecidiyeköy",,"false","Dt.Murat SiLi (İstanbul'da Bir Diş Hekimi)","5","https://www.google.com/maps/search/?api=1&query=Dt.Murat%20SiLi%20(%C4%B0stanbul'da%20Bir%20Di%C5%9F%20Hekimi)&query_place_id=ChIJAxA9egFftRQR0ix9k6vuAU8","https://www.instagram.com/muratttsili"
,,,"false",,,,,,,,,"false",,,,,,,,,,,,,,,"true",,,,"true",,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,"Teşvikiye, Venüs Apartmanı, Teşvikiye Cd. No:24 Kat:3, Daire:11, 34365 Şişli/İstanbul, Türkiye","Dentist",,,,,,,,,,"Dentist","918649800028437625","Şişli","false","TR","0x14cab7ead99a3885:0xcbfb3203badbc79",,"https://lh5.googleusercontent.com/p/AF1QipOEi_gBnQPTC5ge8XHgVAYt0mSg4nDsy4Antu-h=w408-h306-k-no","5","false","/g/11m9_fs_kt","41.051484","28.991888","Teşvikiye","Monday","10 AM to 7 PM","Tuesday","10 AM to 7 PM","Wednesday","10 AM to 7 PM","Thursday","10 AM to 7 PM","Friday","10 AM to 7 PM","Saturday","10 AM to 5 PM","Sunday","Closed","false","+90 537 895 70 86","+905378957086","ChIJhTia2eq3yhQRebytOyCzvww","34365",,"16","61",,,,,,"2024-12-13T09:41:48.766Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@41.307032899913445,28.998711104867432,14z?hl=en","diş hekimleri","İstanbul","Venüs Apartmanı, Teşvikiye Cd. No:24 Kat:3, Daire:11",,"false","Diş Hekimi Gülçin Akarsu","5","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20G%C3%BCl%C3%A7in%20Akarsu&query_place_id=ChIJhTia2eq3yhQRebytOyCzvww","http://www.gulcinakarsu.com/"
,"false",,,,,,,,,,"false",,,,,,,,"false",,,,,,,,,,"true",,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,"Rüzgarlıbahçe, Ferit İnal Cd No:37/1 kat:1, 34805 Beykoz/İstanbul, Türkiye","Dentist",,,,,,,,,,"Dentist","148098217149145431","Beykoz","false","TR","0x14cacbb6aa80af27:0x20e268b390b2157",,"https://lh5.googleusercontent.com/p/AF1QipMaHXuZrSEfJ_E5J5W6ckH9NN1MamqT6PmRIFUa=w408-h544-k-no","15","false","/g/1td3tq76","41.0955845","29.0982815","Rüzgarlıbahçe","Monday","10 AM to 6 PM","Tuesday","10 AM to 6 PM","Wednesday","10 AM to 5 PM","Thursday","10 AM to 6 PM","Friday","10 AM to 6 PM","Saturday","10 AM to 3 PM","Sunday","Closed","false","+90 543 151 25 21","+905431512521","ChIJJ6-AqrbLyhQRVyELOYsmDgI","34805",,"17","14",,,,,,"2024-12-13T09:41:48.766Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@41.307032899913445,28.998711104867432,14z?hl=en","diş hekimleri","İstanbul","Ferit İnal Cd No:37/1 kat:1",,"false","Diş Hekimi Burcu Peşkircioğlu Gürakar","5","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20Burcu%20Pe%C5%9Fkircio%C4%9Flu%20G%C3%BCrakar&query_place_id=ChIJJ6-AqrbLyhQRVyELOYsmDgI","http://www.burcupeskircioglu.com/"
,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,"Cumhuriyet Mah., Halaskargazi Cad., No:93 Selamet Apartmanı Kat:3 Daire:5-A, 34380 Şişli/İstanbul, Türkiye","Dentist",,,,,,,,,,"Dentist","2952440383707713278","Şişli","false","TR","0x14cab71f71d3d2f5:0x28f92ce2e36a8efe",,"https://lh5.googleusercontent.com/p/AF1QipOglXX69_KqiNhX_t9eKKGYOG6t_cE_YAtVIvhT=w408-h544-k-no","11","false","/g/11s38hjvzs","41.0528296","28.9872036","Cumhuriyet","Monday","10 AM to 6 PM","Tuesday","10 AM to 6 PM","Wednesday","Closed","Thursday","10 AM to 6 PM","Friday","10 AM to 6 PM","Saturday","10 AM to 6 PM","Sunday","Closed","false","+90 533 669 93 05","+905336699305","ChIJ9dLTcR-3yhQR_o5q4-Is-Sg","34380",,"20","46",,,,,,"2024-12-13T09:41:48.767Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@41.307032899913445,28.998711104867432,14z?hl=en","diş hekimleri","İstanbul","Cumhuriyet Mah., Halaskargazi Cad., No:93 Selamet Apartmanı Kat:3 Daire:5-A",,"false","Diş Hekimi Erdal Polat","4.9","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20Erdal%20Polat&query_place_id=ChIJ9dLTcR-3yhQR_o5q4-Is-Sg","https://instagram.com/dterdalpolat?igshid=MzRlODBiNWFlZA=="
,"true",,,,,,,,,"true",,,,,,,,"true",,,,,,"true",,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bulgurlu, İzzettinbey Sokağı No:28/A, 34696 Üsküdar/İstanbul, Türkiye","Dentist",,,,,,,,,,"Dentist","16444238524990765271","Üsküdar","false","TR","0x14cac9abeb7db227:0xe435abd02bde38d7",,"https://lh5.googleusercontent.com/p/AF1QipPexjZw6Xzylyz36GVZy5q0sNIag1Wm9YRGbcLa=w408-h306-k-no","34","false","/g/11s_zkyc34","41.0197665","29.0814996","Bulgurlu","Monday","10 AM to 10 PM","Tuesday","10 AM to 10 PM","Wednesday","10 AM to 10 PM","Thursday","10 AM to 10 PM","Friday","10 AM to 10 PM","Saturday","10 AM to 7:30 PM","Sunday","11 AM to 6 PM","false","+90 216 759 48 88","+902167594888","ChIJJ7J966vJyhQR1zjeK9CrNeQ","34696",,"7","83",,,,,,"2024-12-13T09:41:50.499Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@41.20433675000003,29.202019034072098,14z?hl=en","diş hekimleri","İstanbul","İzzettinbey Sokağı No:28/A",,"false","Diş Hekimi Adem Demir","5","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20Adem%20Demir&query_place_id=ChIJJ7J966vJyhQR1zjeK9CrNeQ","https://googlereklamcim.com/firmalar/dis-hekimi-adem-demir-dis-klinik-muayenehanesi/"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Merkez, Fevzi Paşa Cd. No:48, 34820 Beykoz/İstanbul, Türkiye","Dentist",,,,,,,,,,"Dentist","2881356709682185624","Beykoz","false","TR","0x14cacad8cc9598ef:0x27fca2a94fcb8598",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=C9YptIhu938PB6SOzoDKUg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=3.208732&pitch=0&thumbfov=100","3","false","/g/11g81qzxxl","41.1348522","29.0906401","Merkez","Monday","10:30 AM to 6:30 PM","Tuesday","10:30 AM to 6:30 PM","Wednesday","10:30 AM to 6:30 PM","Thursday","10:30 AM to 6:30 PM","Friday","10:30 AM to 6:30 PM","Saturday","Closed","Sunday","Closed","false","+90 216 323 85 99","+902163238599","ChIJ75iVzNjKyhQRmIXLT6mi_Cc","34820",,"16","13",,,,,,"2024-12-13T09:41:50.499Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@41.20433675000003,29.202019034072098,14z?hl=en","diş hekimleri","İstanbul","Fevzi Paşa Cd. No:48",,"false","Diş Hekimi Sezcan Sadullahlar","5","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20Sezcan%20Sadullahlar&query_place_id=ChIJ75iVzNjKyhQRmIXLT6mi_Cc","http://www.sezcansadullahlar.com/"
,,,,,"true",,,,,,,,"true",,,,,,,,"true",,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Postane Mh Barbaros Hayrettin Cd Seher Sk No:11, 34940, Türkiye","Dentist","Dental clinic","Dental implants provider","Oral surgeon","Orthodontist","Pediatric dentist","Teeth whitening service",,,,"Dentist","10414433291322628225","Tuzla","false","TR","0x14caddb8563905fd:0x90877fe682499881",,"https://lh5.googleusercontent.com/p/AF1QipNAopjsWPC4EZOcuvXvHVgprfnQ-zhyUOEFZyPA=w408-h265-k-no","39","false","/g/12633c_b8","40.8199187","29.2993663","Postane","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","9 AM to 2 PM","Sunday","Closed","false","+90 216 395 90 66","+902163959066","ChIJ_QU5VrjdyhQRgZhJguZ_h5A","34940",,"2","96",,,,,,"2024-12-13T09:41:51.143Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@40.844900225303086,29.269788343806987,14z?hl=en","diş hekimleri","İstanbul","Postane Mh Barbaros Hayrettin Cd Seher Sk No:11",,"false","Özel Dr Murat KARABIYIK Ağız ve Diş Sağlığı Polikliniği","4.9","https://www.google.com/maps/search/?api=1&query=%C3%96zel%20Dr%20Murat%20KARABIYIK%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJ_QU5VrjdyhQRgZhJguZ_h5A","http://www.drmuratkarabiyik.com/"
