"additionalInfo/Accessibility/0/Assistive hearing loop","additionalInfo/Accessibility/0/Wheelchair accessible entrance","additionalInfo/Accessibility/0/Wheelchair accessible parking lot","additionalInfo/Accessibility/0/Wheelchair accessible restroom","additionalInfo/Accessibility/0/Wheelchair-accessible car park","additionalInfo/Accessibility/0/Wheelchair-accessible entrance","additionalInfo/Accessibility/0/Wheelchair-accessible toilet","additionalInfo/Accessibility/1/Wheelchair accessible entrance","additionalInfo/Accessibility/1/Wheelchair accessible parking lot","additionalInfo/Accessibility/1/Wheelchair accessible restroom","additionalInfo/Accessibility/1/Wheelchair accessible seating","additionalInfo/Accessibility/1/Wheelchair-accessible entrance","additionalInfo/Accessibility/1/Wheelchair-accessible seating","additionalInfo/Accessibility/1/Wheelchair-accessible toilet","additionalInfo/Accessibility/2/Wheelchair accessible parking lot","additionalInfo/Accessibility/2/Wheelchair accessible restroom","additionalInfo/Accessibility/2/Wheelchair accessible seating","additionalInfo/Accessibility/2/Wheelchair-accessible seating","additionalInfo/Accessibility/2/Wheelchair-accessible toilet","additionalInfo/Accessibility/3/Wheelchair accessible restroom","additionalInfo/Accessibility/3/Wheelchair accessible seating","additionalInfo/Accessibility/3/Wheelchair-accessible toilet","additionalInfo/Accessibility/4/Wheelchair accessible seating","additionalInfo/Amenities/0/Gender-neutral restroom","additionalInfo/Amenities/0/Gender-neutral toilets","additionalInfo/Amenities/0/Restroom","additionalInfo/Amenities/0/Toilets","additionalInfo/Amenities/1/Restroom","additionalInfo/Amenities/1/Toilets","additionalInfo/Children/0/Nursing room","additionalInfo/From the business/0/Identifies as women-owned","additionalInfo/Parking/0/Free parking lot","additionalInfo/Parking/0/On-site parking","additionalInfo/Parking/1/Free street parking","additionalInfo/Parking/1/On-site parking","additionalInfo/Parking/2/On-site parking","additionalInfo/Parking/3/Paid parking lot","additionalInfo/Parking/4/Paid street parking","additionalInfo/Planning/0/Appointment required","additionalInfo/Service options/0/On-site services","additionalInfo/Service options/0/Onsite services","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categoryName","cid","city","claimThisBusiness","countryCode","fid","googleFoodUrl","imageUrl","imagesCount","isAdvertisement","kgmid","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","placeId","postalCode","price","rank","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","subTitle","temporarilyClosed","title","totalScore","url","website"
,"true",,,,,,,"true",,,,,,,"true",,,,,"true",,,,,"true",,,,,,,,,,,,,"true",,,"Şükrüçavuş Mahallesi su deposu caddesi No:3BC, 16940 Mudanya/Bursa, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","15269345775316113805","Mudanya","false","TR","0x14ca6de898e8a515:0xd3e79d150a54198d",,"https://lh5.googleusercontent.com/p/AF1QipM3gw57wF3Xh6YrQ1fcGDIR8jz33tcDr9kqd3dy=w408-h306-k-no","9","false","/g/11f2b6qw6r","40.3775536","28.8785681","Şükrüçavuş","Monday","9 AM to 11 PM","Tuesday","9 AM to 11 PM","Wednesday","9 AM to 11 PM","Thursday","9 AM to 11 PM","Friday","9 AM to 11 PM","Saturday","9 AM to 11 PM","Sunday","Closed","false","+90 224 544 84 84","+902245448484","ChIJFaXomOhtyhQRjRlUChWd59M","16940",,"10","192",,,,,,"2024-12-13T09:42:41.804Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@40.64439564692808,28.6609958564717,13z?hl=en","diş hekimleri","Bursa","Şükrüçavuş Mahallesi su deposu caddesi No:3BC",,"false","Devadent Ağız ve Diş Sağlığı Polikliniği","4.8","https://www.google.com/maps/search/?api=1&query=Devadent%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJFaXomOhtyhQRjRlUChWd59M","http://www.devadentbursa.com/"
,,,,"true",,,,,,,"true",,,,,,"true",,,,"true",,,,,"true",,,,,,,,,,,,"true",,,"Çalı, 162. Sk No:2/A, 16000 Ni̇lüfer/Bursa, Türkiye","Dental clinic","Community health centre","Dental hygienist","Dental implants periodontist","Dental radiology","Dentist","Denture care center","Emergency dental service","Oral surgeon","Pediatric dentist","Dental clinic","7635503378193980544","Nilüfer","false","TR","0x14ca11a74e902277:0x69f6c1de2a8c1c80",,"https://lh5.googleusercontent.com/p/AF1QipOSeWbab8Q54gO0T--58S4HD37KX8bg8YTJtfxT=w574-h240-k-no","8","false","/g/11j4r_9193","40.1740273","28.9232771","Çalı","Monday","9 AM to 9 PM","Tuesday","9 AM to 9 PM","Wednesday","9 AM to 9 PM","Thursday","9 AM to 9 PM","Friday","9 AM to 9 PM","Saturday","9 AM to 6 PM","Sunday","Closed","false","+90 546 216 16 48","+905462161648","ChIJdyKQTqcRyhQRgByMKt7B9mk","16000",,"10","58",,,,,,"2024-12-13T09:42:45.936Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@40.12369559478579,28.796142753883025,13z?hl=en","diş hekimleri","Bursa","162. Sk No:2/A",,"false","Özel Nilüfer Arifzade Ağız ve Diş Sağlığı Polikliniği","4.6","https://www.google.com/maps/search/?api=1&query=%C3%96zel%20Nil%C3%BCfer%20Arifzade%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJdyKQTqcRyhQRgByMKt7B9mk","https://www.arifaga.com.tr/"
"true",,,,,,,,,,,,"true",,,,,,"true",,,,,,"true",,,,"true","true","true","true",,,"true",,,,"true","true",,"Üçevler, neşe apartman, Yavuzay Sk. 13/A, 16120 Ni̇lüfer/Bursa, Türkiye","Dentist","Community health centre","Dental clinic","Dental hygienist","Dental implants periodontist",,,,,,"Dentist","2307439651247867556","Nilüfer","false","TR","0x14ca138bdb5b628d:0x2005ac233147c6a4",,"https://lh5.googleusercontent.com/p/AF1QipNgV4SqoH9F5l_LeIt_SGEgBL6LfdQ1eFvF8wgQ=w408-h272-k-no","62","false","/g/11ltfvhz78","40.1983352","28.9488395","Üçevler","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","10 AM to 6 PM","Sunday","Closed","false","+90 540 550 04 50","+905405500450","ChIJjWJb24sTyhQRpMZHMSOsBSA","16120",,"13","87",,,,,,"2024-12-13T09:42:45.936Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@40.12369559478579,28.796142753883025,13z?hl=en","diş hekimleri","Bursa","neşe apartman, Yavuzay Sk. 13/A",,"false","Gizem Gürlek Muayenehanesi - Üçevler Acil Diş Hekimi","5","https://www.google.com/maps/search/?api=1&query=Gizem%20G%C3%BCrlek%20Muayenehanesi%20-%20%C3%9C%C3%A7evler%20Acil%20Di%C5%9F%20Hekimi&query_place_id=ChIJjWJb24sTyhQRpMZHMSOsBSA","https://www.gizemgurlek.com/"
,,,,"true",,,,,,,"true",,,,,,"true",,,,"true",,,,,"true",,,,,,,,,,,,,,,"23 Nisan Mahallesi, Mithatpaşa Caddesi, Bina No:4a, Dükkan No:22, 16230 Ni̇lüfer/Bursa, Türkiye","Dental clinic","Cosmetic dentist","Dentist","Oral surgeon","Orthodontist","Pediatric dentist",,,,,"Dental clinic","2133270999031785478","Nilüfer","false","TR","0x14ca11279a1d021f:0x1d9ae6abcaeea806",,"https://lh5.googleusercontent.com/p/AF1QipO3vu9KmTemdXpJaVHAUGBx5krpmRGBzLYag7CB=w408-h544-k-no","11","false","/g/11hfjsn4wp","40.2167854","28.9427103","23 Nisan","Monday","9 AM to 9 PM","Tuesday","9 AM to 9 PM","Wednesday","9 AM to 6 PM","Thursday","9 AM to 6 PM","Friday","9 AM to 6 PM","Saturday","9 AM to 6 PM","Sunday","Closed","false","+90 224 999 44 23","+902249994423","ChIJHwIdmicRyhQRBqjuyqvmmh0","16230",,"15","29",,,,,,"2024-12-13T09:42:45.936Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@40.12369559478579,28.796142753883025,13z?hl=en","diş hekimleri","Bursa","23 Nisan Mahallesi, Mithatpaşa Caddesi, Bina No:4a, Dükkan No:22",,"false","NilA Ağız ve Diş Sağlığı Polikliniği","5","https://www.google.com/maps/search/?api=1&query=NilA%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJHwIdmicRyhQRBqjuyqvmmh0","http://www.niladent.net/"
,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,"Altınşehir Mah. Ahmet Taner Kışlalı Blv Sönmeztaş Sitesi 36 A1/1, D:Apt. No: 31, 16000 Ni̇lüfer/Bursa, Türkiye","Dentist",,,,,,,,,,"Dentist","2297950673326617754","Nilüfer","true","TR","0x14ca11a14a2981bf:0x1fe3f5f65b00b49a",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4ufdUvMQoJdL04UditiLRQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=1.6211232&pitch=0&thumbfov=100","1","false","/g/11fq8z0qw9","40.2229766","28.9150462","Altınşehir","Monday","9:30 AM to 7:30 PM","Tuesday","9:30 AM to 7:30 PM","Wednesday","9:30 AM to 7:30 PM","Thursday","9:30 AM to 7:30 PM","Friday","9:30 AM to 7:30 PM","Saturday","9:30 AM to 7 PM","Sunday","Closed","false","+90 549 540 05 05","+905495400505","ChIJv4EpSqERyhQRmrQAW_b14x8","16000",,"18","16",,,,,,"2024-12-13T09:42:45.936Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@40.12369559478579,28.796142753883025,13z?hl=en","diş hekimleri","Bursa","Altınşehir Mah. Ahmet Taner Kışlalı Blv Sönmeztaş Sitesi 36 A1/1, D:Apt. No: 31",,"false","Diş Hekimi Bestami Coşkun","5","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20Bestami%20Co%C5%9Fkun&query_place_id=ChIJv4EpSqERyhQRmrQAW_b14x8","http://www.estetikagizdis.com/"
,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,"Altınşehir Mah. Ahmet Taner Kışlalı Blv Sönmeztaş Sitesi 36 A1/1, D:Apt. No: 31, 16000 Ni̇lüfer/Bursa, Türkiye","Dental clinic","Dentist","Endodontist","Orthodontist","Pediatric dentist",,,,,,"Dental clinic","16539076296139863091","Nilüfer","false","TR","0x14ca11c1206d4359:0xe5869a43787ff433",,"https://lh5.googleusercontent.com/p/AF1QipNjWKL-lM3TjjxCM1czZAIXRbWlFl5hLYzkko81=w408-h408-k-no","26","false","/g/11h24f87zh","40.2229381","28.9149764","Altınşehir","Monday","9:30 AM to 7 PM","Tuesday","9:30 AM to 7 PM","Wednesday","9:30 AM to 7 PM","Thursday","9:30 AM to 7 PM","Friday","9:30 AM to 7 PM","Saturday","9:30 AM to 6 PM","Sunday","Closed","false","+90 224 413 00 71","+902244130071","ChIJWUNtIMERyhQRM_R_eEOahuU","16000",,"19","32",,,,,,"2024-12-13T09:42:45.936Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@40.12369559478579,28.796142753883025,13z?hl=en","diş hekimleri","Bursa","Altınşehir Mah. Ahmet Taner Kışlalı Blv Sönmeztaş Sitesi 36 A1/1, D:Apt. No: 31",,"false","Estetik A Ağız ve Diş Sağlığı Polikliniği","4.5","https://www.google.com/maps/search/?api=1&query=Estetik%20A%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJWUNtIMERyhQRM_R_eEOahuU","http://www.estetikagizdis.com/"
,,,,,,"true",,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,"ELİTA AĞIZ VE DİŞ SAĞLIĞI POLİKLİNİĞİ, Ahmet Taner Kışlalı (Özlüce) Bulvarı, Altınşehir Mh. 19. Sokak Karataş Apt No: 42/1 (Ayanoğlu Mandıra yanı Özlüce, 16100 Ni̇lüfer, Türkiye","Dentist",,,,,,,,,,"Dentist","9410209404495245044","Nilüfer","false","TR","0x14ca117a7db78721:0x8297c79890faaef4",,"https://lh5.googleusercontent.com/p/AF1QipM9xZ7HKdCjFbz6zSgPOT0aoAtO-OTQe3Kbg_Cf=w408-h271-k-no","6","false","/g/12hppf81l","40.2245065","28.9153588","Altınşehir","Monday","9 AM to 9 PM","Tuesday","9 AM to 9 PM","Wednesday","9 AM to 9 PM","Thursday","9 AM to 9 PM","Friday","9 AM to 9 PM","Saturday","9 AM to 6 PM","Sunday","Closed","false","+90 224 414 00 19","+902244140019","ChIJIYe3fXoRyhQR9K76kJjHl4I","16100",,"20","4",,,,,,"2024-12-13T09:42:45.936Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@40.12369559478579,28.796142753883025,13z?hl=en","diş hekimleri","Bursa","ELİTA AĞIZ VE DİŞ SAĞLIĞI POLİKLİNİĞİ, Ahmet Taner Kışlalı (Özlüce) Bulvarı, Altınşehir Mh. 19. Sokak Karataş Apt No: 42/1 (Ayanoğlu Mandıra yanı Özlüce","MSc.DDS. Diş Hekimi Koray DÖNMEZ - (Çene Cerrahisi ve İmplantoloji) - (Estetik Diş Hekimliği)","false","DENTIST KORAY DÖNMEZ","5","https://www.google.com/maps/search/?api=1&query=DENTIST%20KORAY%20D%C3%96NMEZ&query_place_id=ChIJIYe3fXoRyhQR9K76kJjHl4I","http://www.elitadent.com/"
,"true",,,,,,,"true",,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,"Hüdavendigar Mahallesi 1, Bent Cd. No:1/A, 16090 Osmangazi̇/Bursa, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","11458368274872385687","Osmangazi","false","TR","0x14ca39d0ed884c4b:0x9f044d3ca95fc097",,"https://lh5.googleusercontent.com/p/AF1QipMxjjQSHtMI-PRjiE-AI1bgnsOPTUolm9jrgOym=w426-h240-k-no","10","false","/g/11q26s6_2j","40.2029905","29.005972","Hüdavendigar","Monday","8 AM to 10 PM","Tuesday","8 AM to 10 PM","Wednesday","8 AM to 10 PM","Thursday","8 AM to 10 PM","Friday","8 AM to 10 PM","Saturday","8 AM to 10 PM","Sunday","8 AM to 10 PM","false","+90 540 850 16 16","+905408501616","ChIJS0yI7dA5yhQRl8BfqTxNBJ8","16090",,"10","94",,,,,,"2024-12-13T09:42:46.445Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.81127556350041,28.796142753883025,13z?hl=en","diş hekimleri","Bursa","Hüdavendigar Mahallesi 1, Bent Cd. No:1/A",,"false","DENTATÜRK AĞIZ VE DİŞ SAĞLIĞI POLİKLİNİĞİ","4.8","https://www.google.com/maps/search/?api=1&query=DENTAT%C3%9CRK%20A%C4%9EIZ%20VE%20D%C4%B0%C5%9E%20SA%C4%9ELI%C4%9EI%20POL%C4%B0KL%C4%B0N%C4%B0%C4%9E%C4%B0&query_place_id=ChIJS0yI7dA5yhQRl8BfqTxNBJ8","http://www.fkdent.com.tr/"
,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,"Kemalpaşa, 16400 Bursa, Türkiye","Dentist","Pediatric dentist",,,,,,,,,"Dentist","10642327104950524791","Mustafakemalpaşa","true","TR","0x14b60f6d649690d5:0x93b1241dd2165b77",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KHqlzJhIHOm4Zt1VifY1EQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=219.94867&pitch=0&thumbfov=100","1","false","/g/11tj6478nx","40.0394402","28.4051762","Vıraca",,,,,,,,,,,,,,,"false","+90 850 333 8344","+908503338344","ChIJ1ZCWZG0PthQRd1sW0h0ksZM","16400",,"18","0",,,,,,"2024-12-13T09:42:47.068Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@40.01955558435733,28.39070206164905,13z?hl=en","diş hekimleri","Bursa","Kemalpaşa",,"false","xxxx",,"https://www.google.com/maps/search/?api=1&query=xxxx&query_place_id=ChIJ1ZCWZG0PthQRd1sW0h0ksZM","https://www.doktortakvimi.com/m-seda-dulger/dis-hekimi-cocuk-dis-hekimligi-pedodonti/bursa?utm_source=google&utm_medium=gmb&utm_campaign=252809&utm_content=website"
,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,"Barış, Osmangazi Cd No:20, 16500 Mustafakemalpaşa/Bursa, Türkiye","Dentist",,,,,,,,,,"Dentist","11469044561462056285","Mustafakemalpaşa","false","TR","0x14ca152955a3c3cb:0x9f2a3b435712555d",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=g9EfTTXPe_UlB821X89VZg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=86.83277&pitch=0&thumbfov=100","1","false","/g/11tnfbm16s","40.0378581","28.3885092","Barış",,,,,,,,,,,,,,,"false","+90 850 333 8344","+908503338344","ChIJy8OjVSkVyhQRXVUSV0M7Kp8","16500",,"20","0",,,,,,"2024-12-13T09:42:47.068Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@40.01955558435733,28.39070206164905,13z?hl=en","diş hekimleri","Bursa","Osmangazi Cd No:20",,"false","Dt. Beyza Karadeniz Sağır, Diş Hekimi",,"https://www.google.com/maps/search/?api=1&query=Dt.%20Beyza%20Karadeniz%20Sa%C4%9F%C4%B1r%2C%20Di%C5%9F%20Hekimi&query_place_id=ChIJy8OjVSkVyhQRXVUSV0M7Kp8","https://www.doktortakvimi.com/beyza-karadeniz-sagir/dis-hekimi/bursa?utm_source=google&utm_medium=gmb&utm_campaign=269056&utm_content=website"
,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,"Bağlarbaşı Mah. 1.Sedir Sk. No.15 Evke Mediloft 1 Plaza Kat.1 D.19, 16050 Osmangazi̇, Türkiye","Dentist",,,,,,,,,,"Dentist","14522315451221415672","Osmangazi","true","TR","0x14ca159f63d6822f:0xc989a0f5da3816f8",,"https://lh5.googleusercontent.com/p/AF1QipMN6oPizPpAHggyYNwdcJFyRW6WHn1Rrxmwhmo4=w408-h240-k-no-pi-0-ya100-ro-0-fo100","14","false","/g/11g0tphfzz","40.2302202","28.9866485","Bağlarbaşı",,,,,,,,,,,,,,,"false","+90 224 221 09 21","+902242210921","ChIJL4LWY58VyhQR-BY42vWgick","16050",,"4","17",,,,,,"2024-12-13T09:42:50.894Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@40.01955558435733,29.201583446117,13z?hl=en","diş hekimleri","Bursa","Bağlarbaşı Mah. 1.Sedir Sk. No.15 Evke Mediloft 1 Plaza Kat.1 D.19",,"false","TZ Dental Clinic Diş Hekimi & Periodontoloji ve İmpilantoloji","4.8","https://www.google.com/maps/search/?api=1&query=TZ%20Dental%20Clinic%20Di%C5%9F%20Hekimi%20%26%20Periodontoloji%20ve%20%C4%B0mpilantoloji&query_place_id=ChIJL4LWY58VyhQR-BY42vWgick","http://www.tzdental.com/"
,"true",,,,,,,"true",,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,,,,,,"Değirmenönü, Ankara Yolu Cd No:818/E, 16300 Yıldırım/Bursa, Türkiye","Dentist",,,,,,,,,,"Dentist","16435094114281555973","Yıldırım","false","TR","0x14ca3909824baa97:0xe4152f0523dd8805",,"https://lh5.googleusercontent.com/p/AF1QipPfeM9buXnn0a6SZO31Ifor8VyfVbORcuYxwJpy=w408-h545-k-no","4","false","/g/11tbv9wh8p","40.197734","29.1755711","Değirmenönü",,,,,,,,,,,,,,,"false","+90 850 474 8141","+908504748141","ChIJl6pLggk5yhQRBYjdIwUvFeQ","16300",,"7","2",,,,,,"2024-12-13T09:42:50.894Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@40.01955558435733,29.201583446117,13z?hl=en","diş hekimleri","Bursa","Ankara Yolu Cd No:818/E",,"false","Diş Hekimi Emrah Arifzade","5","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20Emrah%20Arifzade&query_place_id=ChIJl6pLggk5yhQRBYjdIwUvFeQ","https://www.doktorsitesi.com/emrah-arifzade/dis-hekimi/bursa"
,"true",,,,,,,,,"true",,,,,"false",,,,,,,,"true",,,,"true",,,,"true",,"true",,"true","true","true","true",,"true","Barış Mah. Sümer sok. No:2 Kt:4, D:11, 16140 Ni̇lüfer/Bursa, Türkiye","Dentist","Dental clinic","Dental hygienist","Dental implants periodontist","Dental school","Teeth whitening service",,,,,"Dentist","7758688204159929196","Nilüfer","false","TR","0x14ca1760e6e122a5:0x6bac65d07bf74b6c",,"https://lh5.googleusercontent.com/p/AF1QipNnpxWv8kdHCPFSCPRubvm5d6OnMBSnK2qDJpKi=w408-h555-k-no","13","false","/g/11mvrb7sky","40.2134888","28.9759478","Barış","Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false","+90 552 801 54 54","+905528015454","ChIJpSLh5mAXyhQRbEv3e9BlrGs","16140",,"13","90",,,,,,"2024-12-13T09:42:50.894Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@40.01955558435733,29.201583446117,13z?hl=en","diş hekimleri","Bursa","Barış Mah. Sümer sok. No:2 Kt:4, D:11",,"false","Bursa Diş Hekimi Fatih Ay | implant | Gülüş Tasarımı | Dentist","4.9","https://www.google.com/maps/search/?api=1&query=Bursa%20Di%C5%9F%20Hekimi%20Fatih%20Ay%20%7C%20implant%20%7C%20G%C3%BCl%C3%BC%C5%9F%20Tasar%C4%B1m%C4%B1%20%7C%20Dentist&query_place_id=ChIJpSLh5mAXyhQRbEv3e9BlrGs","https://doctorfatihay.com/"
,"true",,,,,,,"true",,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,"true",,,"Konak, Konak Cd. No:1/4, 16110 Ni̇lüfer/Bursa, Türkiye","Dentist",,,,,,,,,,"Dentist","13850180814521337626","Nilüfer","false","TR","0x14ca1682bc681349:0xc035ba11c479871a",,"https://lh5.googleusercontent.com/p/AF1QipNbg8NSnmHxuFkBKhxW2ugTCB1yj9q1iXKM2gMo=w426-h240-k-no","28","false","/g/1th46ds7","40.207197","28.989063","Konak","Monday","10 AM to 6 PM","Tuesday","1 to 6 PM","Wednesday","10 AM to 6 PM","Thursday","10 AM to 6 PM","Friday","10 AM to 6 PM","Saturday","10 AM to 3 PM","Sunday","Closed","false","+90 224 451 51 97","+902244515197","ChIJSRNovIIWyhQRGod5xBG6NcA","16110",,"14","89",,,,,,"2024-12-13T09:42:50.894Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@40.01955558435733,29.201583446117,13z?hl=en","diş hekimleri","Bursa","Konak Cd. No:1/4","Diş Hekimi Altan Şirin","false","Dr. Altan Sirin","4.9","https://www.google.com/maps/search/?api=1&query=Dr.%20Altan%20Sirin&query_place_id=ChIJSRNovIIWyhQRGod5xBG6NcA","http://www.altansirin.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=1333376597352779667"
,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,"true",,,,,,,,"true",,,"Tahtakale, Tahtakale Mh. Maksem Cd. 2, Okul Aralığı Sk No:1, 16010 Osmangazi̇/Bursa, Türkiye","Dentist",,,,,,,,,,"Dentist","5984662857059370926","Osmangazi","false","TR","0x14ca3d15cc012451:0x530dcb290f7f87ae",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5YeMmMmyaA1rEYQnEFCNqQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=260.02493&pitch=0&thumbfov=100","2","false","/g/11lq8xbxr3","40.183069","29.0612991","Tahtakale","Monday","9 AM to 6 PM","Tuesday","9 AM to 6 PM","Wednesday","9 AM to 6 PM","Thursday","9 AM to 6 PM","Friday","9 AM to 6 PM","Saturday","9 AM to 3 PM","Sunday","Closed","false",,,"ChIJUSQBzBU9yhQRrod_DynLDVM","16010",,"16","8",,,,,,"2024-12-13T09:42:50.894Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@40.01955558435733,29.201583446117,13z?hl=en","diş hekimleri","Bursa","Tahtakale Mh. Maksem Cd. 2, Okul Aralığı Sk No:1",,"false","Ebru Temizkan Diş Hekimi","5","https://www.google.com/maps/search/?api=1&query=Ebru%20Temizkan%20Di%C5%9F%20Hekimi&query_place_id=ChIJUSQBzBU9yhQRrod_DynLDVM","http://www.ebrutemizkan.com/"
,,"true",,,,,,,"true",,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,"Mehmet Akif Ersoy, Teyyareci Mehmet Ali Cd. NO:47A, 16000 Yıldırım/Bursa, Türkiye","Dentist",,,,,,,,,,"Dentist","8172277978805882676","Yıldırım","false","TR","0x14ca3fa5245e56f9:0x7169c385ec78cf34",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=937Ko9h0o9K6A4JjIOYn7Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=318.41925&pitch=0&thumbfov=100","1","false","/g/11scgvddzm","40.1827011","29.0906601","Mehmet Akif Ersoy",,,,,,,,,,,,,,,"false",,,"ChIJ-VZeJKU_yhQRNM947IXDaXE","16000",,"18","1",,,,,,"2024-12-13T09:42:50.894Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@40.01955558435733,29.201583446117,13z?hl=en","diş hekimleri","Bursa","Teyyareci Mehmet Ali Cd. NO:47A",,"false","Dt. İzzettin Doyuran, Diş Hekimi","5","https://www.google.com/maps/search/?api=1&query=Dt.%20%C4%B0zzettin%20Doyuran%2C%20Di%C5%9F%20Hekimi&query_place_id=ChIJ-VZeJKU_yhQRNM947IXDaXE","https://www.doktortakvimi.com/izzettin-doyuran/dis-hekimi/bursa?utm_source=google&utm_medium=gmb&utm_campaign=255447&utm_content=website"
